Date,Action,Ticker,Profit,Cash,Cash Change,Holding,Holding Change,Total
2018-01-02,Buy,FDX,,66.67,-33.33,33.33 (1),+33.33,100.00
2018-01-02,Buy,SCCO,,33.33,-33.33,66.67 (2),+33.33,100.00
2018-01-02,No money,SU,,33.33,,66.67 (2),,100.00
2018-01-03,Buy,BAX,,16.67,-16.67,83.33 (3),+16.67,100.00
2018-01-03,Buy,FDX,,0.00,-16.67,100.00 (4),+16.67,100.00
2018-01-04,No money,FDX,,0.00,,100.00 (4),,100.00
2018-01-04,No money,HMC,,0.00,,100.00 (4),,100.00
2018-01-04,No money,SU,,0.00,,100.00 (4),,100.00
2018-01-05,Sell,FDX,2.8299%,34.28,+34.28,66.67 (3),-34.28,100.94
2018-01-05,Sell,SCCO,-0.3414%,67.50,+33.22,33.33 (2),-33.22,100.83
2018-01-05,Sell,FDX,1.5595%,84.42,+16.93,16.67 (1),-16.93,101.09
2018-01-05,Buy,BAX,,67.54,-16.88,33.55 (2),+16.88,101.09
2018-01-05,Buy,FNF,,50.65,-16.88,50.44 (3),+16.88,101.09
2018-01-05,Buy,MCO,,33.77,-16.88,67.32 (4),+16.88,101.09
2018-01-05,Buy,TEL,,16.88,-16.88,84.20 (5),+16.88,101.09
2018-01-05,No money,WAT,,16.88,,84.20 (5),,101.09
2018-01-08,Sell,BAX,1.3628%,33.78,+16.89,67.54 (4),-16.89,101.32
2018-01-08,Buy,ARES,,27.02,-6.76,74.29 (5),+6.76,101.32
2018-01-08,Buy,CBOE,,20.27,-6.76,81.05 (6),+6.76,101.32
2018-01-08,Buy,FDX,,13.51,-6.76,87.81 (7),+6.76,101.32
2018-01-08,Buy,TROW,,6.76,-6.76,94.56 (8),+6.76,101.32
2018-01-08,No money,WAT,,6.76,,94.56 (8),,101.32
2018-01-10,Sell,MCO,1.302%,23.86,+17.10,77.68 (7),-17.10,101.54
2018-01-10,Sell,TEL,-0.7825%,40.61,+16.75,60.79 (6),-16.75,101.40
2018-01-10,Sell,ARES,3.3779%,47.60,+6.98,54.04 (5),-6.98,101.63
2018-01-10,Sell,FDX,-0.3397%,54.33,+6.73,47.28 (4),-6.73,101.61
2018-01-10,Sell,TROW,1.6957%,61.20,+6.87,40.52 (3),-6.87,101.72
2018-01-10,Buy,ARES,,55.08,-6.12,46.64 (4),+6.12,101.72
2018-01-10,Buy,CBOE,,48.96,-6.12,52.76 (5),+6.12,101.72
2018-01-10,Buy,EWBC,,42.84,-6.12,58.88 (6),+6.12,101.72
2018-01-10,Buy,HMC,,36.72,-6.12,65.00 (7),+6.12,101.72
2018-01-10,Buy,INFY,,30.60,-6.12,71.12 (8),+6.12,101.72
2018-01-10,Buy,JKHY,,24.48,-6.12,77.24 (9),+6.12,101.72
2018-01-10,Buy,NWG,,18.36,-6.12,83.36 (10),+6.12,101.72
2018-01-10,Buy,PUK,,12.24,-6.12,89.48 (11),+6.12,101.72
2018-01-10,Buy,RJF,,6.12,-6.12,95.60 (12),+6.12,101.72
2018-01-10,No money,STT,,6.12,,95.60 (12),,101.72
2018-02-23,Sell,BAX,-1.0821%,22.82,+16.70,78.72 (11),-16.70,101.54
2018-02-23,Sell,CBOE,2.16%,29.72,+6.90,71.96 (10),-6.90,101.69
2018-02-23,Sell,FNF,-0.1003%,46.59,+16.87,55.08 (9),-16.87,101.67
2018-02-23,Sell,PUK,2.0915%,52.84,+6.25,48.96 (8),-6.25,101.80
2018-02-23,Sell,RJF,2.5323%,59.11,+6.27,42.84 (7),-6.27,101.95
2018-02-23,Sell,ARES,3.1435%,65.43,+6.31,36.72 (6),-6.31,102.15
2018-02-23,Sell,CBOE,-0.1082%,71.54,+6.11,30.60 (5),-6.11,102.14
2018-02-23,Sell,EWBC,1.8881%,77.77,+6.24,24.48 (4),-6.24,102.25
2018-02-23,Sell,HMC,-0.5239%,83.86,+6.09,18.36 (3),-6.09,102.22
2018-02-23,Sell,INFY,1.567%,90.08,+6.22,12.24 (2),-6.22,102.32
2018-02-23,Sell,NWG,1.9455%,96.32,+6.24,6.12 (1),-6.24,102.44
2018-02-23,Sell,JKHY,2.0105%,102.56,+6.24,0.00 (0),-6.24,102.56
2018-02-23,Buy,CTSH,,68.37,-34.19,34.19 (1),+34.19,102.56
2018-02-23,Buy,NICE,,34.19,-34.19,68.37 (2),+34.19,102.56
2018-02-23,Buy,RS,,0.00,-34.19,102.56 (3),+34.19,102.56
2018-02-26,No money,CHRW,,0.00,,102.56 (3),,102.56
2018-02-26,No money,FNF,,0.00,,102.56 (3),,102.56
2018-02-26,No money,HMC,,0.00,,102.56 (3),,102.56
2018-02-26,No money,KEYS,,0.00,,102.56 (3),,102.56
2018-02-26,No money,RS,,0.00,,102.56 (3),,102.56
2018-03-08,Sell,CTSH,-0.0268%,34.18,+34.18,68.37 (2),-34.18,102.55
2018-03-08,Sell,NICE,-0.3816%,68.23,+34.06,34.19 (1),-34.06,102.42
2018-03-08,Sell,RS,-2.2925%,101.64,+33.40,0.00 (0),-33.40,101.64
2018-03-08,Buy,STZ,,0.00,-101.64,101.64 (1),+101.64,101.64
2018-03-09,No money,STZ,,0.00,,101.64 (1),,101.64
2018-03-09,No money,XYL,,0.00,,101.64 (1),,101.64
2018-03-12,No money,ABEV,,0.00,,101.64 (1),,101.64
2018-04-16,Sell,STZ,-0.1367%,101.50,+101.50,0.00 (0),-101.50,101.50
2018-04-16,Buy,CHRW,,76.12,-25.37,25.37 (1),+25.37,101.50
2018-04-16,Buy,TDG,,50.75,-25.37,50.75 (2),+25.37,101.50
2018-04-16,Buy,TYL,,25.37,-25.37,76.12 (3),+25.37,101.50
2018-04-16,Buy,VLO,,0.00,-25.37,101.50 (4),+25.37,101.50
2018-04-17,No money,ANSS,,0.00,,101.50 (4),,101.50
2018-04-17,No money,APD,,0.00,,101.50 (4),,101.50
2018-04-17,No money,MORN,,0.00,,101.50 (4),,101.50
2018-04-17,No money,NICE,,0.00,,101.50 (4),,101.50
2018-04-17,No money,TDG,,0.00,,101.50 (4),,101.50
2018-04-17,No money,TYL,,0.00,,101.50 (4),,101.50
2018-04-17,No money,VLO,,0.00,,101.50 (4),,101.50
2018-04-18,Sell,CHRW,-1.6198%,24.96,+24.96,76.12 (3),-24.96,101.09
2018-04-18,Sell,TYL,2.3298%,50.93,+25.97,50.75 (2),-25.97,101.68
2018-04-18,Buy,ANSS,,33.95,-16.98,67.73 (3),+16.98,101.68
2018-04-18,Buy,E,,16.98,-16.98,84.70 (4),+16.98,101.68
2018-04-18,Buy,H,,0.00,-16.98,101.68 (5),+16.98,101.68
2018-04-19,Sell,TDG,1.9091%,25.86,+25.86,76.30 (4),-25.86,102.16
2018-04-19,Sell,VLO,1.9459%,51.73,+25.87,50.93 (3),-25.87,102.66
2018-04-19,Buy,PSX,,0.00,-51.73,102.66 (4),+51.73,102.66
2018-04-26,Sell,ANSS,-0.6126%,16.87,+16.87,85.68 (3),-16.87,102.55
2018-04-26,Sell,H,-1.0694%,33.67,+16.79,68.70 (2),-16.79,102.37
2018-04-26,Sell,E,-0.2006%,50.61,+16.94,51.73 (1),-16.94,102.34
2018-04-26,Sell,PSX,-1.2758%,101.68,+51.07,0.00 (0),-51.07,101.68
2018-04-26,Buy,BRO,,67.78,-33.89,33.89 (1),+33.89,101.68
2018-04-26,Buy,PSX,,33.89,-33.89,67.78 (2),+33.89,101.68
2018-04-26,Buy,VLO,,0.00,-33.89,101.68 (3),+33.89,101.68
2018-04-27,No money,BRO,,0.00,,101.68 (3),,101.68
2018-05-03,Sell,BRO,-0.6934%,33.66,+33.66,67.78 (2),-33.66,101.44
2018-05-03,Sell,PSX,-1.0435%,67.20,+33.54,33.89 (1),-33.54,101.09
2018-05-03,Sell,VLO,-1.5774%,100.55,+33.36,0.00 (0),-33.36,100.55
2018-05-03,Buy,EXR,,0.00,-100.55,100.55 (1),+100.55,100.55
2018-05-07,No money,EXR,,0.00,,100.55 (1),,100.55
2018-05-08,Sell,EXR,1.8539%,102.42,+102.42,0.00 (0),-102.42,102.42
2018-05-08,Buy,H,,51.21,-51.21,51.21 (1),+51.21,102.42
2018-05-08,Buy,JLL,,0.00,-51.21,102.42 (2),+51.21,102.42
2018-05-09,No money,CPRT,,0.00,,102.42 (2),,102.42
2018-05-09,No money,PSX,,0.00,,102.42 (2),,102.42
2018-05-09,No money,STE,,0.00,,102.42 (2),,102.42
2018-05-10,Sell,JLL,-1.9315%,50.22,+50.22,51.21 (1),-50.22,101.43
2018-05-10,Buy,STE,,0.00,-50.22,101.43 (2),+50.22,101.43
2018-05-11,No money,CPRT,,0.00,,101.43 (2),,101.43
2018-05-14,No money,NICE,,0.00,,101.43 (2),,101.43
2018-05-16,Sell,H,-0.4456%,50.98,+50.98,50.22 (1),-50.98,101.20
2018-05-16,Sell,STE,-0.0727%,101.16,+50.18,0.00 (0),-50.18,101.16
2018-05-16,Buy,CPRT,,75.87,-25.29,25.29 (1),+25.29,101.16
2018-05-16,Buy,CQP,,50.58,-25.29,50.58 (2),+25.29,101.16
2018-05-16,Buy,NICE,,25.29,-25.29,75.87 (3),+25.29,101.16
2018-05-16,Buy,STE,,0.00,-25.29,101.16 (4),+25.29,101.16
2018-05-17,No money,PSX,,0.00,,101.16 (4),,101.16
2018-05-21,Sell,CPRT,-3.6351%,24.37,+24.37,75.87 (3),-24.37,100.24
2018-05-21,Buy,CQP,,12.19,-12.19,88.06 (4),+12.19,100.24
2018-05-21,Buy,NICE,,0.00,-12.19,100.24 (5),+12.19,100.24
2018-05-22,Sell,CQP,2.1359%,25.83,+25.83,74.95 (4),-25.83,100.79
2018-05-22,Sell,NICE,1.825%,51.58,+25.75,49.66 (3),-25.75,101.25
2018-05-22,Sell,STE,1.6893%,77.30,+25.72,24.37 (2),-25.72,101.67
2018-05-22,Buy,CQP,,0.00,-77.30,101.67 (3),+77.30,101.67
2018-05-23,No money,CQP,,0.00,,101.67 (3),,101.67
2018-05-24,Sell,CQP,2.4715%,12.49,+12.49,89.49 (2),-12.49,101.97
2018-05-24,Sell,CQP,1.4111%,90.88,+78.39,12.19 (1),-78.39,103.07
2018-05-24,Buy,NICE,,0.00,-90.88,103.07 (2),+90.88,103.07
2018-06-01,Sell,NICE,1.5742%,12.38,+12.38,90.88 (1),-12.38,103.26
2018-06-01,Sell,NICE,-0.1214%,103.15,+90.77,0.00 (0),-90.77,103.15
2018-06-01,Buy,H,,51.57,-51.57,51.57 (1),+51.57,103.15
2018-06-01,Buy,RBA,,0.00,-51.57,103.15 (2),+51.57,103.15
2018-06-04,No money,EXR,,0.00,,103.15 (2),,103.15
2018-06-04,No money,RBA,,0.00,,103.15 (2),,103.15
2018-06-05,Sell,RBA,1.3063%,52.25,+52.25,51.57 (1),-52.25,103.82
2018-06-05,Buy,ANSS,,26.12,-26.12,77.70 (2),+26.12,103.82
2018-06-05,Buy,CPRT,,0.00,-26.12,103.82 (3),+26.12,103.82
2018-06-12,Sell,H,-0.757%,51.18,+51.18,52.25 (2),-51.18,103.43
2018-06-12,Sell,ANSS,1.7469%,77.76,+26.58,26.12 (1),-26.58,103.89
2018-06-12,Sell,CPRT,-0.2095%,103.83,+26.07,0.00 (0),-26.07,103.83
2018-06-12,Buy,ANSS,,0.00,-103.83,103.83 (1),+103.83,103.83
2018-06-20,Sell,ANSS,-0.0966%,103.73,+103.73,0.00 (0),-103.73,103.73
2018-06-20,Buy,ANSS,,51.87,-51.87,51.87 (1),+51.87,103.73
2018-06-20,Buy,CPRT,,0.00,-51.87,103.73 (2),+51.87,103.73
2018-07-09,Sell,ANSS,-0.4542%,51.63,+51.63,51.87 (1),-51.63,103.50
2018-07-09,Sell,CPRT,-1.0631%,102.94,+51.31,0.00 (0),-51.31,102.94
2018-07-09,Buy,ROL,,0.00,-102.94,102.94 (1),+102.94,102.94
2018-07-10,No money,ICLR,,0.00,,102.94 (1),,102.94
2018-07-11,No money,GPN,,0.00,,102.94 (1),,102.94
2018-07-12,No money,FTNT,,0.00,,102.94 (1),,102.94
2018-07-12,No money,GIB,,0.00,,102.94 (1),,102.94
2018-07-12,No money,GPN,,0.00,,102.94 (1),,102.94
2018-07-12,No money,ICLR,,0.00,,102.94 (1),,102.94
2018-07-12,No money,JKHY,,0.00,,102.94 (1),,102.94
2018-07-12,No money,MCO,,0.00,,102.94 (1),,102.94
2018-07-12,No money,RMD,,0.00,,102.94 (1),,102.94
2018-07-12,No money,ROL,,0.00,,102.94 (1),,102.94
2018-07-12,No money,TYL,,0.00,,102.94 (1),,102.94
2018-07-13,Sell,ROL,1.5549%,104.55,+104.55,0.00 (0),-104.55,104.55
2018-07-13,Buy,TDG,,0.00,-104.55,104.55 (1),+104.55,104.55
2018-07-16,No money,NICE,,0.00,,104.55 (1),,104.55
2018-07-18,No money,H,,0.00,,104.55 (1),,104.55
2018-07-18,No money,NDAQ,,0.00,,104.55 (1),,104.55
2018-07-19,Sell,TDG,-0.2271%,104.31,+104.31,0.00 (0),-104.31,104.31
2018-07-19,Buy,TXRH,,0.00,-104.31,104.31 (1),+104.31,104.31
2018-07-20,No money,CP,,0.00,,104.31 (1),,104.31
2018-07-25,Sell,TXRH,-0.1274%,104.18,+104.18,0.00 (0),-104.18,104.18
2018-07-25,Buy,NICE,,0.00,-104.18,104.18 (1),+104.18,104.18
2018-07-26,No money,ICLR,,0.00,,104.18 (1),,104.18
2018-07-26,No money,PSX,,0.00,,104.18 (1),,104.18
2018-07-27,No money,PSX,,0.00,,104.18 (1),,104.18
2018-08-02,Sell,NICE,-4.6209%,99.36,+99.36,0.00 (0),-99.36,99.36
2018-08-02,Buy,ADM,,49.68,-49.68,49.68 (1),+49.68,99.36
2018-08-02,Buy,CP,,0.00,-49.68,99.36 (2),+49.68,99.36
2018-08-03,No money,ADM,,0.00,,99.36 (2),,99.36
2018-08-06,Sell,CP,-0.261%,49.55,+49.55,49.68 (1),-49.55,99.23
2018-08-06,Buy,OHI,,0.00,-49.55,99.23 (2),+49.55,99.23
2018-08-09,Sell,ADM,1.4518%,50.40,+50.40,49.55 (1),-50.40,99.95
2018-08-09,Sell,OHI,1.7515%,100.82,+50.42,0.00 (0),-50.42,100.82
2018-08-09,Buy,CPRT,,0.00,-100.82,100.82 (1),+100.82,100.82
2018-08-24,Sell,CPRT,-1.2%,99.61,+99.61,0.00 (0),-99.61,99.61
2018-08-24,Buy,FICO,,0.00,-99.61,99.61 (1),+99.61,99.61
2018-08-27,No money,ANSS,,0.00,,99.61 (1),,99.61
2018-08-27,No money,CPRT,,0.00,,99.61 (1),,99.61
2018-08-27,No money,ROL,,0.00,,99.61 (1),,99.61
2018-08-28,Sell,FICO,-1.1149%,98.50,+98.50,0.00 (0),-98.50,98.50
2018-08-28,Buy,ANSS,,49.25,-49.25,49.25 (1),+49.25,98.50
2018-08-28,Buy,NTAP,,0.00,-49.25,98.50 (2),+49.25,98.50
2018-09-12,Sell,ANSS,1.749%,50.11,+50.11,49.25 (1),-50.11,99.36
2018-09-12,Sell,NTAP,2.3006%,100.50,+50.38,0.00 (0),-50.38,100.50
2018-09-12,Buy,POOL,,50.25,-50.25,50.25 (1),+50.25,100.50
2018-09-12,Buy,ROL,,0.00,-50.25,100.50 (2),+50.25,100.50
2018-09-13,No money,BALL,,0.00,,100.50 (2),,100.50
2018-09-13,No money,PHG,,0.00,,100.50 (2),,100.50
2018-09-14,Sell,POOL,-0.2406%,50.13,+50.13,50.25 (1),-50.13,100.37
2018-09-14,Buy,TDG,,0.00,-50.13,100.37 (2),+50.13,100.37
2018-09-18,Sell,ROL,-0.0768%,50.21,+50.21,50.13 (1),-50.21,100.34
2018-09-18,Sell,TDG,-0.5383%,100.07,+49.86,0.00 (0),-49.86,100.07
2018-09-18,Buy,BALL,,50.03,-50.03,50.03 (1),+50.03,100.07
2018-09-18,Buy,TDG,,0.00,-50.03,100.07 (2),+50.03,100.07
2018-09-28,Sell,BALL,-1.5502%,49.26,+49.26,50.03 (1),-49.26,99.29
2018-09-28,Sell,TDG,-0.9738%,98.80,+49.55,0.00 (0),-49.55,98.80
2018-09-28,Buy,NRG,,0.00,-98.80,98.80 (1),+98.80,98.80
2018-10-01,No money,CP,,0.00,,98.80 (1),,98.80
2018-11-07,Sell,NRG,-1.0526%,97.76,+97.76,0.00 (0),-97.76,97.76
2018-11-07,Buy,AJG,,86.90,-10.86,10.86 (1),+10.86,97.76
2018-11-07,Buy,AON,,76.04,-10.86,21.73 (2),+10.86,97.76
2018-11-07,Buy,CME,,65.18,-10.86,32.59 (3),+10.86,97.76
2018-11-07,Buy,COO,,54.31,-10.86,43.45 (4),+10.86,97.76
2018-11-07,Buy,ECL,,43.45,-10.86,54.31 (5),+10.86,97.76
2018-11-07,Buy,LAMR,,32.59,-10.86,65.18 (6),+10.86,97.76
2018-11-07,Buy,NRG,,21.73,-10.86,76.04 (7),+10.86,97.76
2018-11-07,Buy,SRE,,10.86,-10.86,86.90 (8),+10.86,97.76
2018-11-07,Buy,WRB,,0.00,-10.86,97.76 (9),+10.86,97.76
2018-11-08,No money,AJG,,0.00,,97.76 (9),,97.76
2018-11-08,No money,AON,,0.00,,97.76 (9),,97.76
2018-11-08,No money,PNW,,0.00,,97.76 (9),,97.76
2018-12-03,Sell,AJG,1.4194%,11.02,+11.02,86.90 (8),-11.02,97.92
2018-12-03,Sell,SRE,-0.7339%,21.80,+10.78,76.04 (7),-10.78,97.84
2018-12-03,Sell,WRB,-0.1476%,32.65,+10.85,65.18 (6),-10.85,97.82
2018-12-03,Sell,AON,-0.0967%,43.50,+10.85,54.31 (5),-10.85,97.81
2018-12-03,Sell,CME,-1.1891%,54.23,+10.73,43.45 (4),-10.73,97.68
2018-12-03,Sell,COO,-1.5361%,64.93,+10.70,32.59 (3),-10.70,97.51
2018-12-03,Sell,ECL,-0.5613%,75.73,+10.80,21.73 (2),-10.80,97.45
2018-12-03,Sell,LAMR,-7.8793%,85.74,+10.01,10.86 (1),-10.01,96.60
2018-12-03,Sell,NRG,-3.6623%,96.20,+10.46,0.00 (0),-10.46,96.20
2018-12-03,Buy,COO,,0.00,-96.20,96.20 (1),+96.20,96.20
2019-01-31,Sell,COO,-2.4023%,93.89,+93.89,0.00 (0),-93.89,93.89
2019-01-31,Buy,CCEP,,46.94,-46.94,46.94 (1),+46.94,93.89
2019-01-31,Buy,CCI,,0.00,-46.94,93.89 (2),+46.94,93.89
2019-02-01,No money,AJG,,0.00,,93.89 (2),,93.89
2019-02-04,Sell,CCEP,-0.0751%,46.91,+46.91,46.94 (1),-46.91,93.85
2019-02-04,Sell,CCI,-0.0667%,93.82,+46.91,0.00 (0),-46.91,93.82
2019-02-04,Buy,CCEP,,0.00,-93.82,93.82 (1),+93.82,93.82
2019-02-05,No money,AJG,,0.00,,93.82 (1),,93.82
2019-02-05,No money,CCI,,0.00,,93.82 (1),,93.82
2019-02-08,Sell,CCEP,-0.1239%,93.71,+93.71,0.00 (0),-93.71,93.71
2019-02-08,Buy,AJG,,0.00,-93.71,93.71 (1),+93.71,93.71
2019-02-11,No money,AJG,,0.00,,93.71 (1),,93.71
2019-03-11,Sell,AJG,1.3508%,94.97,+94.97,0.00 (0),-94.97,94.97
2019-03-11,Buy,CCEP,,0.00,-94.97,94.97 (1),+94.97,94.97
2019-04-01,Sell,CCEP,-0.243%,94.74,+94.74,0.00 (0),-94.74,94.74
2019-04-01,Buy,TT,,0.00,-94.74,94.74 (1),+94.74,94.74
2019-04-04,No money,TT,,0.00,,94.74 (1),,94.74
2019-04-05,Sell,TT,1.95%,96.59,+96.59,0.00 (0),-96.59,96.59
2019-04-05,Buy,GPC,,0.00,-96.59,96.59 (1),+96.59,96.59
2019-04-12,Sell,GPC,-0.6389%,95.97,+95.97,0.00 (0),-95.97,95.97
2019-04-12,Buy,CHKP,,0.00,-95.97,95.97 (1),+95.97,95.97
2019-04-24,Sell,CHKP,-0.2531%,95.73,+95.73,0.00 (0),-95.73,95.73
2019-04-24,Buy,WRB,,0.00,-95.73,95.73 (1),+95.73,95.73
2019-05-03,Sell,WRB,1.3491%,97.02,+97.02,0.00 (0),-97.02,97.02
2019-05-03,Buy,BALL,,0.00,-97.02,97.02 (1),+97.02,97.02
2019-05-21,Sell,BALL,1.3528%,98.33,+98.33,0.00 (0),-98.33,98.33
2019-05-21,Buy,TRP,,0.00,-98.33,98.33 (1),+98.33,98.33
2019-05-22,No money,SRE,,0.00,,98.33 (1),,98.33
2019-06-04,Sell,TRP,-0.4802%,97.86,+97.86,0.00 (0),-97.86,97.86
2019-06-04,Buy,APD,,73.40,-24.47,24.47 (1),+24.47,97.86
2019-06-04,Buy,COO,,48.93,-24.47,48.93 (2),+24.47,97.86
2019-06-04,Buy,ECL,,24.47,-24.47,73.40 (3),+24.47,97.86
2019-06-04,Buy,YUM,,0.00,-24.47,97.86 (4),+24.47,97.86
2019-06-05,No money,AJG,,0.00,,97.86 (4),,97.86
2019-06-05,No money,ALLE,,0.00,,97.86 (4),,97.86
2019-06-05,No money,APD,,0.00,,97.86 (4),,97.86
2019-06-05,No money,BALL,,0.00,,97.86 (4),,97.86
2019-06-05,No money,CCI,,0.00,,97.86 (4),,97.86
2019-06-05,No money,ECL,,0.00,,97.86 (4),,97.86
2019-06-05,No money,MTD,,0.00,,97.86 (4),,97.86
2019-06-05,No money,PSA,,0.00,,97.86 (4),,97.86
2019-06-05,No money,WM,,0.00,,97.86 (4),,97.86
2019-06-06,Sell,APD,1.6976%,24.88,+24.88,73.40 (3),-24.88,98.28
2019-06-06,Sell,ECL,1.4272%,49.69,+24.81,48.93 (2),-24.81,98.62
2019-06-06,Buy,APD,,44.17,-5.52,54.45 (3),+5.52,98.62
2019-06-06,Buy,BALL,,38.65,-5.52,59.97 (4),+5.52,98.62
2019-06-06,Buy,COO,,33.13,-5.52,65.50 (5),+5.52,98.62
2019-06-06,Buy,ECL,,27.61,-5.52,71.02 (6),+5.52,98.62
2019-06-06,Buy,INVH,,22.09,-5.52,76.54 (7),+5.52,98.62
2019-06-06,Buy,KMI,,16.56,-5.52,82.06 (8),+5.52,98.62
2019-06-06,Buy,MTD,,11.04,-5.52,87.58 (9),+5.52,98.62
2019-06-06,Buy,RGLD,,5.52,-5.52,93.10 (10),+5.52,98.62
2019-06-06,Buy,YUM,,0.00,-5.52,98.62 (11),+5.52,98.62
2019-06-07,Sell,COO,3.003%,25.20,+25.20,74.16 (10),-25.20,99.36
2019-06-07,Sell,YUM,1.3612%,50.00,+24.80,49.69 (9),-24.80,99.69
2019-06-07,Buy,ECL,,41.66,-8.33,58.03 (10),+8.33,99.69
2019-06-07,Buy,ITW,,33.33,-8.33,66.36 (11),+8.33,99.69
2019-06-07,Buy,KMI,,25.00,-8.33,74.69 (12),+8.33,99.69
2019-06-07,Buy,MTD,,16.67,-8.33,83.03 (13),+8.33,99.69
2019-06-07,Buy,PYPL,,8.33,-8.33,91.36 (14),+8.33,99.69
2019-06-07,Buy,ROP,,0.00,-8.33,99.69 (15),+8.33,99.69
2019-06-10,Sell,MTD,2.3369%,5.65,+5.65,94.17 (14),-5.65,99.82
2019-06-10,Buy,ALLE,,3.77,-1.88,96.05 (15),+1.88,99.82
2019-06-10,Buy,MTD,,1.88,-1.88,97.94 (16),+1.88,99.82
2019-06-10,Buy,PYPL,,0.00,-1.88,99.82 (17),+1.88,99.82
2019-06-12,Sell,APD,-0.0723%,5.52,+5.52,94.30 (16),-5.52,99.82
2019-06-12,Sell,ECL,1.4839%,11.12,+5.60,88.78 (15),-5.60,99.90
2019-06-12,Sell,RGLD,-1.3605%,16.57,+5.45,83.26 (14),-5.45,99.82
2019-06-12,Sell,KMI,-1.2121%,24.80,+8.23,74.92 (13),-8.23,99.72
2019-06-12,Sell,MTD,2.0117%,33.30,+8.50,66.59 (12),-8.50,99.89
2019-06-12,Sell,PYPL,1.4033%,41.75,+8.45,58.26 (11),-8.45,100.01
2019-06-12,Sell,COO,1.3013%,47.34,+5.59,52.74 (10),-5.59,100.08
2019-06-12,Sell,INVH,1.3158%,52.94,+5.59,47.21 (9),-5.59,100.15
2019-06-12,Sell,KMI,-0.4093%,58.44,+5.50,41.69 (8),-5.50,100.13
2019-06-12,Sell,YUM,-0.7893%,63.92,+5.48,36.17 (7),-5.48,100.09
2019-06-12,Sell,ECL,-0.5576%,72.20,+8.29,27.84 (6),-8.29,100.04
2019-06-12,Sell,ALLE,-0.5181%,74.08,+1.87,25.95 (5),-1.87,100.03
2019-06-12,Sell,MTD,-0.2405%,75.95,+1.88,24.07 (4),-1.88,100.03
2019-06-12,Sell,PYPL,-0.8822%,77.82,+1.87,22.19 (3),-1.87,100.01
2019-06-12,Buy,COO,,38.91,-38.91,61.10 (4),+38.91,100.01
2019-06-12,Buy,RGLD,,0.00,-38.91,100.01 (5),+38.91,100.01
2019-06-13,Sell,BALL,1.4432%,5.60,+5.60,94.49 (4),-5.60,100.09
2019-06-13,Sell,ITW,-0.4245%,13.90,+8.30,86.15 (3),-8.30,100.05
2019-06-13,Buy,PYPL,,0.00,-13.90,100.05 (4),+13.90,100.05
2019-06-14,Sell,ROP,-0.0141%,8.33,+8.33,91.72 (3),-8.33,100.05
2019-06-14,Sell,COO,-1.0858%,46.82,+38.49,52.81 (2),-38.49,99.63
2019-06-14,Buy,VTR,,0.00,-46.82,99.63 (3),+46.82,99.63
2019-06-17,Sell,RGLD,1.542%,39.51,+39.51,60.72 (2),-39.51,100.23
2019-06-17,Buy,VTR,,0.00,-39.51,100.23 (3),+39.51,100.23
2019-06-19,Sell,VTR,2.7408%,48.10,+48.10,53.41 (2),-48.10,101.51
2019-06-19,Buy,QSR,,32.07,-16.03,69.44 (3),+16.03,101.51
2019-06-19,Buy,RGLD,,16.03,-16.03,85.48 (4),+16.03,101.51
2019-06-19,No money,VTR,,16.03,,85.48 (4),,101.51
2019-06-20,Sell,VTR,1.5376%,56.15,+40.12,45.97 (3),-40.12,102.12
2019-06-20,Buy,AME,,46.79,-9.36,55.33 (4),+9.36,102.12
2019-06-20,Buy,DOC,,37.44,-9.36,64.69 (5),+9.36,102.12
2019-06-20,Buy,FNV,,28.08,-9.36,74.04 (6),+9.36,102.12
2019-06-20,Buy,RGLD,,18.72,-9.36,83.40 (7),+9.36,102.12
2019-06-20,Buy,TDG,,9.36,-9.36,92.76 (8),+9.36,102.12
2019-06-20,Buy,VTR,,0.00,-9.36,102.12 (9),+9.36,102.12
2019-06-21,Sell,PYPL,2.653%,14.27,+14.27,88.22 (8),-14.27,102.49
2019-06-21,Sell,RGLD,1.7454%,30.58,+16.31,72.19 (7),-16.31,102.77
2019-06-21,Buy,FNV,,0.00,-30.58,102.77 (8),+30.58,102.77
2019-06-24,Sell,AME,-0.9267%,9.27,+9.27,93.41 (7),-9.27,102.68
2019-06-24,Sell,DOC,-1.795%,18.46,+9.19,84.05 (6),-9.19,102.51
2019-06-24,Sell,RGLD,-0.6647%,27.76,+9.30,74.69 (5),-9.30,102.45
2019-06-24,Sell,VTR,-2.0011%,36.93,+9.17,65.33 (4),-9.17,102.26
2019-06-24,Buy,FNV,,18.47,-18.47,83.80 (5),+18.47,102.26
2019-06-24,Buy,RGLD,,0.00,-18.47,102.26 (6),+18.47,102.26
2019-06-28,Sell,QSR,-2.0032%,15.71,+15.71,86.23 (5),-15.71,101.94
2019-06-28,Sell,RGLD,1.3446%,34.43,+18.71,67.76 (4),-18.71,102.19
2019-06-28,Sell,FNV,4.244%,44.18,+9.76,58.41 (3),-9.76,102.59
2019-06-28,Sell,TDG,-1.1497%,53.43,+9.25,49.05 (2),-9.25,102.48
2019-06-28,Sell,FNV,3.1431%,84.98,+31.54,18.47 (1),-31.54,103.44
2019-06-28,Sell,FNV,-1.8649%,103.10,+18.12,0.00 (0),-18.12,103.10
