Date,Action,Ticker,Profit,Cash,Cash Change,Holding,Holding Change,Total
2021-10-26,Sell,BRO,-0.0462%,28.30,+5.87,87.12 (17),-5.87,115.43
2021-10-26,Sell,CSL,1.5391%,34.26,+5.96,81.25 (16),-5.96,115.52
2021-10-26,Sell,RSG,-1.5117%,40.04,+5.78,75.39 (15),-5.78,115.43
2021-10-26,Buy,ARES,,30.03,-10.01,85.40 (16),+10.01,115.43
2021-10-26,Buy,CDNS,,20.02,-10.01,95.41 (17),+10.01,115.43
2021-10-26,Buy,MORN,,10.01,-10.01,105.42 (18),+10.01,115.43
2021-10-26,Buy,TW,,0.00,-10.01,115.43 (19),+10.01,115.43
2021-10-28,Sell,BK,-0.3565%,5.53,+5.53,109.88 (18),-5.53,115.41
2021-10-28,Sell,IRM,1.5416%,11.17,+5.64,104.32 (17),-5.64,115.49
2021-10-28,Sell,CDNS,4.521%,14.59,+3.42,101.05 (16),-3.42,115.64
2021-10-28,Sell,MCO,2.2739%,20.59,+6.00,95.19 (15),-6.00,115.77
2021-10-28,Sell,MORN,2.7683%,26.62,+6.03,89.32 (14),-6.03,115.94
2021-10-28,Sell,NDSN,-1.1257%,32.42,+5.80,83.45 (13),-5.80,115.87
2021-10-28,Sell,CSL,-0.5695%,37.09,+4.67,78.76 (12),-4.67,115.84
2021-10-28,Sell,EXR,-0.6325%,41.75,+4.67,74.06 (11),-4.67,115.81
2021-10-28,Sell,SHW,2.0361%,46.54,+4.79,69.37 (10),-4.79,115.91
2021-10-28,Sell,TGT,-0.6202%,51.21,+4.67,64.67 (9),-4.67,115.88
2021-10-28,Sell,FERG,1.7997%,56.86,+5.65,59.12 (8),-5.65,115.98
2021-10-28,Sell,GFL,-3.6089%,62.52,+5.66,53.25 (7),-5.66,115.77
2021-10-28,Sell,ARES,-0.9321%,67.17,+4.65,48.56 (6),-4.65,115.72
2021-10-28,Sell,ARES,-1.9892%,76.98,+9.81,38.55 (5),-9.81,115.53
2021-10-28,Sell,CDNS,-4.5278%,86.54,+9.56,28.53 (4),-9.56,115.07
2021-10-28,Sell,MORN,-0.2231%,96.53,+9.99,18.52 (3),-9.99,115.05
2021-10-28,Sell,TW,-0.3483%,106.50,+9.98,8.51 (2),-9.98,115.01
2021-10-28,Buy,EXC,,79.88,-26.63,35.14 (3),+26.63,115.01
2021-10-28,Buy,FERG,,53.25,-26.63,61.76 (4),+26.63,115.01
2021-10-28,Buy,ODFL,,26.63,-26.63,88.39 (5),+26.63,115.01
2021-10-28,No money,TYL,,26.63,,88.39 (5),,115.01
2021-10-29,Sell,BMO,1.3464%,31.38,+4.76,83.69 (4),-4.76,115.08
2021-10-29,Buy,FDS,,25.11,-6.28,89.97 (5),+6.28,115.08
2021-10-29,Buy,ODFL,,18.83,-6.28,96.25 (6),+6.28,115.08
2021-10-29,Buy,RSG,,12.55,-6.28,102.52 (7),+6.28,115.08
2021-10-29,Buy,TW,,6.28,-6.28,108.80 (8),+6.28,115.08
2021-10-29,Buy,TYL,,0.00,-6.28,115.08 (9),+6.28,115.08
2021-11-01,Sell,TRP,-0.6253%,3.80,+3.80,111.26 (8),-3.80,115.05
2021-11-01,Sell,FERG,-0.3392%,30.33,+26.53,84.63 (7),-26.53,114.96
2021-11-01,Sell,ODFL,1.8864%,57.46,+27.13,58.01 (6),-27.13,115.47
2021-11-01,Buy,COKE,,47.88,-9.58,67.58 (7),+9.58,115.47
2021-11-01,Buy,CVS,,38.31,-9.58,77.16 (8),+9.58,115.47
2021-11-01,Buy,EXC,,28.73,-9.58,86.74 (9),+9.58,115.47
2021-11-01,Buy,FERG,,19.15,-9.58,96.31 (10),+9.58,115.47
2021-11-01,Buy,FWONK,,9.58,-9.58,105.89 (11),+9.58,115.47
2021-11-01,Buy,ODFL,,0.00,-9.58,115.47 (12),+9.58,115.47
2021-11-02,Sell,EXC,2.136%,27.19,+27.19,88.84 (11),-27.19,116.03
2021-11-02,Sell,FDS,-2.0423%,33.34,+6.15,82.56 (10),-6.15,115.91
2021-11-02,Sell,RSG,-1.4503%,39.53,+6.19,76.29 (9),-6.19,115.82
2021-11-02,Sell,TYL,-0.3958%,45.78,+6.25,70.01 (8),-6.25,115.79
2021-11-02,Buy,TW,,0.00,-45.78,115.79 (9),+45.78,115.79
2021-11-03,Sell,ODFL,1.6312%,6.38,+6.38,109.51 (8),-6.38,115.89
2021-11-03,Sell,TW,2.6301%,12.82,+6.44,103.24 (7),-6.44,116.06
2021-11-03,Sell,COKE,-1.1914%,22.28,+9.46,93.66 (6),-9.46,115.94
2021-11-03,Sell,EXC,-0.2651%,31.83,+9.55,84.08 (5),-9.55,115.92
2021-11-03,Buy,COKE,,23.88,-7.96,92.04 (6),+7.96,115.92
2021-11-03,Buy,IRM,,15.92,-7.96,100.00 (7),+7.96,115.92
2021-11-03,Buy,LAMR,,7.96,-7.96,107.96 (8),+7.96,115.92
2021-11-03,Buy,TW,,0.00,-7.96,115.92 (9),+7.96,115.92
2021-11-04,Sell,CVS,6.2784%,10.18,+10.18,106.34 (8),-10.18,116.52
2021-11-04,Sell,FWONK,-2.4208%,19.52,+9.34,96.77 (7),-9.34,116.29
2021-11-04,Sell,TW,1.4755%,65.98,+46.46,50.99 (6),-46.46,116.96
2021-11-04,Buy,ODFL,,0.00,-65.98,116.96 (7),+65.98,116.96
2021-11-05,Sell,ODFL,2.9928%,9.86,+9.86,107.39 (6),-9.86,117.25
2021-11-05,Sell,COKE,-0.4152%,17.79,+7.93,99.43 (5),-7.93,117.22
2021-11-05,Sell,IRM,-4.1518%,25.42,+7.63,91.47 (4),-7.63,116.89
2021-11-05,Sell,LAMR,-1.4345%,33.26,+7.84,83.51 (3),-7.84,116.77
2021-11-05,Buy,FWONK,,22.17,-11.09,94.60 (4),+11.09,116.77
2021-11-05,Buy,LAMR,,11.09,-11.09,105.69 (5),+11.09,116.77
2021-11-05,Buy,TW,,0.00,-11.09,116.77 (6),+11.09,116.77
2021-11-12,Sell,FERG,-0.049%,9.57,+9.57,107.20 (5),-9.57,116.77
2021-11-12,Sell,TW,1.8367%,17.68,+8.10,99.24 (4),-8.10,116.91
2021-11-12,Sell,ODFL,-1.8076%,82.46,+64.78,33.26 (3),-64.78,115.72
2021-11-12,Sell,FWONK,-0.5745%,93.48,+11.02,22.17 (2),-11.02,115.66
2021-11-12,Sell,LAMR,-0.6681%,104.50,+11.01,11.09 (1),-11.01,115.58
2021-11-12,Sell,TW,-0.0322%,115.58,+11.08,0.00 (0),-11.08,115.58
2021-11-12,Buy,APH,,99.07,-16.51,16.51 (1),+16.51,115.58
2021-11-12,Buy,CSL,,82.56,-16.51,33.02 (2),+16.51,115.58
2021-11-12,Buy,FAST,,66.05,-16.51,49.53 (3),+16.51,115.58
2021-11-12,Buy,FERG,,49.53,-16.51,66.05 (4),+16.51,115.58
2021-11-12,Buy,INFY,,33.02,-16.51,82.56 (5),+16.51,115.58
2021-11-12,Buy,JCI,,16.51,-16.51,99.07 (6),+16.51,115.58
2021-11-12,No money,SHW,,16.51,,99.07 (6),,115.58
2021-12-29,Sell,APH,1.3307%,33.24,+16.73,82.56 (5),-16.73,115.80
2021-12-29,Sell,CSL,-0.0173%,49.75,+16.51,66.05 (4),-16.51,115.80
2021-12-29,Sell,FAST,1.8595%,66.57,+16.82,49.53 (3),-16.82,116.10
2021-12-29,Sell,JCI,1.8975%,83.39,+16.82,33.02 (2),-16.82,116.42
2021-12-29,Sell,FERG,-0.9143%,99.76,+16.36,16.51 (1),-16.36,116.27
2021-12-29,Sell,INFY,-0.2742%,116.22,+16.47,0.00 (0),-16.47,116.22
2021-12-29,Buy,EXC,,96.85,-19.37,19.37 (1),+19.37,116.22
2021-12-29,Buy,GPC,,77.48,-19.37,38.74 (2),+19.37,116.22
2021-12-29,Buy,INVH,,58.11,-19.37,58.11 (3),+19.37,116.22
2021-12-29,Buy,MSI,,38.74,-19.37,77.48 (4),+19.37,116.22
2021-12-29,Buy,ODFL,,19.37,-19.37,96.85 (5),+19.37,116.22
2021-12-29,Buy,ZTS,,0.00,-19.37,116.22 (6),+19.37,116.22
2022-01-03,Sell,EXC,1.9755%,19.75,+19.75,96.85 (5),-19.75,116.60
2022-01-03,Sell,GPC,-0.1563%,39.09,+19.34,77.48 (4),-19.34,116.57
2022-01-03,Sell,INVH,-0.0246%,58.46,+19.37,58.11 (3),-19.37,116.57
2022-01-03,Sell,MSI,-0.6025%,77.71,+19.25,38.74 (2),-19.25,116.45
2022-01-03,Sell,ODFL,-1.2609%,96.84,+19.13,19.37 (1),-19.13,116.21
2022-01-03,Sell,ZTS,-0.7586%,116.06,+19.22,0.00 (0),-19.22,116.06
2022-01-03,Buy,FWONK,,0.00,-116.06,116.06 (1),+116.06,116.06
2022-01-04,No money,BK,,0.00,,116.06 (1),,116.06
2022-01-04,No money,BMO,,0.00,,116.06 (1),,116.06
2022-01-04,No money,JEF,,0.00,,116.06 (1),,116.06
2022-01-04,No money,TSN,,0.00,,116.06 (1),,116.06
