Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Sell Date,Holding Duration,Profit
FTAI, 11.77B,2025-01-06, 157.49$,  2.78,  1.79,20,3,  1.06,  1.27,  1.41,  1.19,  1.33,  1.12,  1.09,N/A,N/A,N/A
TER, 14.30B,2025-01-06, 139.85$,  3.08,  1.83,114,9,  1.21,  1.09,  1.11,  0.89,  0.92,  1.02,  1.02,N/A,N/A,N/A
