Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Beta,Sell Date,Holding Duration,Profit
GFL, 18.20B,2025-03-03,  46.50$,  3.23,  2.18,8,4,  1.05,  1.09,  1.13,  1.04,  1.08,  1.04,  1.03,1.051,2025-03-13,10,-1.0968%
AVERAGE,,,,,,,,,,,,,,,,,10.00,-1.0968% (-33.1376%)
