Rank,Ticker,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
145,BNTC,181.89,98,92,16,93
146,NISN,181.87,98,88,93,6
147,APEI,181.81,98,98,98,9
148,JSPR,181.73,98,99,64,6
149,COMP,181.33,98,97,93,98
150,KOLD,181.07,98,98,98,65
151,TKNO,180.52,98,97,99,99
152,ORN,180.5,98,98,97,98
153,AUR,180.33,98,97,97,99
154,SLDB,180.09,98,99,99,4
155,AFRM,179.78,98,94,96,92
156,OPFI,178.96,98,97,94,95
157,GAU,178.85,98,97,94,37
158,CENX,178.64,98,94,94,16
159,SVRE,177.67,98,97,0,1
160,DYN,177.51,98,97,99,99
161,CRDL,176.59,98,98,96,78
162,FTAI,176.52,98,97,97,97
163,ORKA,176.22,98,20,15,27
164,MSTU,175.96,98,95,99,98
165,CMPO,175.4,98,98,98,75
166,ATOS,174.91,98,98,77,16
167,IOVA,174.84,98,98,96,5
168,DELL,174.45,98,97,95,97
169,XBIT,174.2,98,97,49,64
170,ASPN,174.19,98,96,95,41
171,SMR,173.82,98,99,99,99
172,VTVT,173.56,98,96,1,6
173,GOTU,173.43,98,98,46,90
174,SUPV,173.41,98,97,97,15
175,SLS,173.39,98,14,2,4
176,DGXX,173.25,98,85,96,17
177,ADV,172.77,98,96,98,74
178,RSI,172.7,98,94,92,81
179,GRABW,172.67,98,99,17,14
180,BKKT,172.52,98,96,2,71
181,VERU,172.23,98,8,2,5
182,DAVE,171.63,98,98,99,99
183,MMYT,171.58,98,98,96,95
184,IBRX,171.31,98,98,91,74
185,GGAL,171.28,98,96,96,44
186,INCR,170.6,98,96,12,4
187,CIFR,170.39,98,92,82,95
188,SGHC,170.22,98,97,50,70
189,AAOI,169.96,98,99,99,99
190,UPST,169.59,98,99,98,39
191,USD,169.55,98,99,98,95
192,ACMR,169.07,98,97,94,96
193,HOOD,168.17,98,98,97,97
194,NGS,167.94,98,95,87,96
195,ESOA,167.64,97,98,99,98
196,RCAT,167.13,97,13,8,25
197,SKYW,166.98,97,97,96,97
198,PAYS,166.59,97,90,90,19
199,CMCM,166.48,97,85,44,15
200,TPC,166.22,97,97,86,44
201,CVKD,165.76,97,98,93,98
202,CGEN,165.72,97,98,99,27
203,KYMR,165.3,97,96,78,98
204,AMRX,164.56,97,97,98,97
205,SOFI,164.54,97,97,95,28
206,GALT,164.47,97,92,69,97
207,ARIS,164.44,97,96,97,96
208,NSYS,164.25,97,92,57,13
209,LUCD,164.19,97,92,15,20
210,BBAI,163.84,97,99,97,42
211,CXDO,163.77,97,97,99,59
212,NVDA,163.75,97,98,97,98
213,FIX,163.72,97,97,91,93
214,ORGN,163.47,97,96,71,6
215,KEQU,163.42,97,96,96,89
216,BURU,163.24,97,96,98,18
217,STIM,163.02,97,98,98,4
218,NIVF,162.71,97,99,1,1
219,ACIC,162.43,97,97,99,99
220,GCTK,162.12,97,66,8,3
221,SYBX,161.8,97,99,99,99
222,QTTB,161.77,97,84,5,19
223,WSM,161.23,97,98,94,88
224,BDRY,160.33,97,96,97,21
225,CLOV,160.01,97,81,7,47
226,FNGA,159.79,97,98,99,97
227,OPXS,159.65,97,97,95,94
228,MRKR,159.46,97,97,98,22
229,RBRK,159.29,97,96,98,45
230,GHM,158.76,97,96,94,96
231,NVA,158.74,97,97,99,86
232,TMC,158.62,97,97,9,27
233,VFF,158.56,97,95,81,33
234,TARS,157.7,97,96,53,98
235,VVPR,157.62,97,4,2,3
236,FULC,157.58,97,98,98,23
237,NNBR,157.48,97,98,99,34
238,HRTX,157.36,97,97,98,1
239,YRD,157.28,97,97,98,93
240,CLBT,157.07,97,97,96,97
241,NTRA,157.02,97,96,95,29
242,FLXS,156.92,97,97,94,77
243,DOCS,156.72,97,98,97,98
244,SPIR,156.64,97,93,36,94
245,ADCT,156.5,97,99,99,54
246,NMM,156.43,97,96,82,39
247,DTST,156.41,97,99,93,95
248,ETHE,156.19,97,98,97,96
249,CCLDO,156.12,97,97,98,97
250,ARQT,156.08,97,97,88,0
251,ODYS,156.05,97,97,93,97
252,VTSI,155.91,97,96,98,27
253,HIPO,155.75,97,96,98,98
254,SRAD,155.7,97,96,93,86
255,EME,155.57,97,97,82,92
256,XPO,154.86,97,98,95,98
257,GIFI,154.73,97,98,80,66
258,BBAR,154.57,97,96,90,43
259,HBB,153.91,97,97,96,90
260,STRL,153.86,97,97,95,98
261,SATX,153.81,97,96,98,94
262,TREE,153.7,97,96,98,6
263,DESP,153.57,97,95,93,54
264,MOB,153.14,97,97,99,28
265,GE,152.9,97,95,88,93
266,SLQT,152.74,97,97,80,94
267,BRFS,152.51,97,96,96,89
268,COEP,152.38,97,7,5,5
269,IBO,152.05,97,12,5,15
270,HMY,151.77,97,96,93,92
271,RGLS,151.16,97,98,22,28
272,BROS,151.14,97,98,95,56
273,NTNX,150.86,97,97,97,95
274,GEO,150.72,97,96,90,80
275,BWAY,150.63,97,96,99,98
276,TGB,150.55,97,93,66,16
277,SMC,150.55,97,96,30,91
278,AZZ,150.55,97,95,93,87
279,NRG,150.37,97,95,93,88
280,LCUT,150.32,97,96,91,28
281,SGC,150.28,97,95,95,29
282,WING,150.07,97,97,95,76
283,AIHS,149.97,97,97,15,2
284,CRNX,149.74,97,97,96,97
285,ARBB,149.63,97,11,16,1
286,NTRB,149.43,97,97,20,98
287,HCI,149.28,97,97,96,91
288,CSPI,149.07,97,98,96,99
289,PAYO,149.06,97,95,83,88
290,PACK,149.06,97,94,47,9
291,EM,149.05,97,95,82,64
292,VVOS,148.33,96,88,9,8
293,SIGA,148.3,96,95,17,20
294,LRMR,148.27,96,96,93,14
295,IHS,148.12,96,88,18,23
296,ARQQ,148.05,96,95,99,4
297,VIRC,147.93,96,96,99,96
298,ZVIA,147.9,96,98,99,79
299,TURB,147.67,96,97,88,78
300,LNSR,147.65,96,83,91,91
301,MDWD,147.6,96,94,90,18
302,TME,147.51,96,93,83,93
303,AMSC,147.06,96,97,98,79
304,SKGRW,146.8,96,98,99,98
305,LITM,146.53,96,89,10,2
306,CGC,146.52,96,55,7,10
307,INLX,146.37,96,97,89,65
308,DXPE,146.37,96,95,59,73
309,GRND,146.34,96,95,94,98
310,RKT,146.33,96,94,90,93
311,LTH,146.11,96,96,78,97
312,ALT,145.96,96,97,99,5
313,NAIL,145.86,96,98,98,36
314,SPOT,145.86,96,96,95,96
315,TEM,145.63,96,92,17,97
316,IBP,145.49,96,97,96,43
317,VITL,145.42,96,98,99,97
318,NVCT,145.38,96,83,7,20
319,CYTHW,145.36,96,11,4,19
320,ADMA,145.28,96,96,94,44
321,FNA,145.23,96,91,88,14
322,TPST,145.16,96,99,97,99
323,MRUS,145.13,96,97,97,54
324,VANI,145.06,96,96,18,16
325,INBK,145.0,96,96,97,24
326,SMTC,145.0,96,39,61,6
327,CAMT,144.99,96,98,98,98
328,BVN,144.69,96,96,98,78
329,META,144.52,96,96,96,98
330,EML,144.47,96,96,92,26
331,ELMD,144.44,96,95,24,61
332,TILE,144.22,96,96,91,35
333,CMPX,144.17,96,98,27,97
334,SOXL,144.16,96,98,98,50
335,MCY,144.15,96,94,89,56
336,CECO,144.07,96,92,93,95
337,IMNN,143.97,96,85,3,14
338,CRDB,143.91,96,97,84,97
339,RDDT,143.66,96,98,99,93
340,GMGI,143.55,96,88,71,80
341,QTWO,143.34,96,95,94,57
342,AIOT,143.26,96,97,87,12
343,TRAK,142.95,96,97,95,97
344,AS,142.95,96,96,97,93
345,CDLX,142.92,96,98,11,93
346,NGNE,142.78,96,99,98,68
347,CRWD,142.7,96,97,98,95
348,KURA,142.56,96,97,97,13
349,PSHG,142.52,96,94,94,95
350,MREO,142.5,96,98,99,98
351,GFF,142.5,96,96,95,85
352,LE,142.34,96,57,85,13
353,SMMT,141.74,96,96,98,81
354,EPIX,141.64,96,98,99,97
355,GSIT,141.61,96,90,20,28
356,ECX,141.55,96,87,40,25
357,ESPR,141.54,96,96,97,2
358,BLBD,141.47,96,95,96,91
359,ADXN,141.34,96,94,91,4
360,QNST,141.25,96,94,82,81
361,GERN,140.97,96,91,18,11
362,STEP,140.91,96,95,94,94
363,PNTG,140.85,96,94,90,33
364,IPM,140.51,96,84,98,21
365,UTI,140.38,96,96,97,93
366,CHRO,140.37,96,97,4,3
367,AVAH,140.3,96,70,92,99
368,WDC,140.26,96,95,94,69
369,CSTE,140.09,96,26,17,12
370,SGRP,140.06,96,21,26,18
371,GAP,139.57,96,98,96,91
372,IDN,139.54,96,95,14,18
373,GEV,139.51,96,94,97,98
374,CIX,139.5,96,95,88,46
375,WULF,139.48,96,96,90,13
376,LMB,139.44,96,94,98,99
377,SHNY,139.41,96,95,78,97
378,CELH,139.39,96,97,85,96
379,GNLX,139.39,96,94,11,8
380,VIVK,139.37,96,10,90,4
381,ACB,139.26,96,10,9,8
382,AROC,139.21,96,95,94,94
383,SRFM,139.16,96,95,95,1
384,USGO,139.12,96,96,93,27
385,VIST,139.03,96,96,92,97
386,BNRG,138.83,96,94,9,5
387,ANNX,138.57,96,97,92,99
388,VCTR,138.54,96,88,73,48
389,SFM,138.53,95,95,89,93
390,TLN,138.47,95,96,97,99
391,PWP,138.34,95,96,93,96
392,INO,138.29,95,98,24,4
393,BV,138.22,95,95,88,39
394,AVTX,138.04,95,0,0,1
395,JOBY,138.02,95,29,28,23
396,BCLI,137.94,95,95,21,0
397,PPTA,137.69,95,94,98,99
398,CCEL,137.62,95,95,54,70
399,MU,137.58,95,96,90,77
400,DATS,137.51,95,96,86,25
401,HPH,137.41,95,97,33,90
402,KULR,137.4,95,90,2,1
403,SRRK,137.37,95,94,96,96
404,CDE,137.3,95,74,28,18
405,REX,137.23,95,77,85,90
406,LQDA,137.2,95,97,97,55
407,ETN,137.17,95,94,90,89
408,JVA,137.13,95,91,62,3
409,BPMC,137.12,95,93,95,91
410,RYTM,137.03,95,95,98,55
411,SHIP,136.9,95,94,92,55
412,MGRX,136.88,95,92,7,15
413,ACR,136.59,95,92,80,21
414,PSFE,136.55,95,92,92,97
415,SERV,136.34,95,94,99,99
416,ELTX,136.29,95,97,63,8
417,REVG,136.21,95,90,95,84
418,PL,136.03,95,97,97,74
419,YSG,135.89,95,91,62,28
420,CCCC,135.84,95,93,95,98
421,BKD,135.8,95,95,95,73
422,JMIA,135.58,95,95,48,9
423,AHR,135.46,95,94,95,98
424,WLDN,135.36,95,95,77,64
425,SOC,135.28,95,97,93,99
426,IDR,135.26,95,94,68,59
427,UEC,135.12,95,95,97,98
428,MEDP,135.12,95,96,87,72
429,HOV,135.12,95,92,98,70
430,RDNT,135.06,95,95,93,76
431,BLIN,135.03,95,79,15,11
432,SHAK,135.02,95,95,90,36
433,YMM,134.96,95,92,93,93
434,GOGL,134.79,95,93,87,31
435,DKS,134.75,95,96,86,20
436,EU,134.64,95,92,96,96
437,MARA,134.57,95,96,97,17
438,BARK,134.53,95,95,86,96
439,EYPT,134.53,95,99,99,23
440,AGL,134.39,95,87,1,4
441,SLG,134.36,95,95,95,31
442,FNGO,134.3,95,96,97,96
443,ONTO,134.29,95,94,96,94
444,PSTG,134.28,95,95,91,84
445,GHRS,134.18,95,81,17,15
446,CYTK,134.13,95,97,98,44
447,ERJ,134.12,95,96,86,71
448,SMID,134.11,95,97,98,40
449,TOL,133.68,95,95,94,89
450,TRVI,133.64,95,97,9,15
451,EXFY,133.57,95,94,97,69
452,CRMD,133.52,95,55,17,27
453,TDW,133.5,95,95,89,97
454,PRIM,133.43,95,91,80,88
455,HBM,133.42,95,90,70,30
456,MTRX,133.18,95,97,87,99
457,UBER,133.16,95,96,97,92
458,KKR,133.12,95,95,95,63
459,SNAL,132.78,95,98,97,17
460,CUBI,132.75,95,95,97,96
461,PCVX,132.61,95,86,83,95
462,CURI,132.6,95,90,7,4
463,CELC,132.5,95,93,94,78
464,MRX,132.28,95,94,94,93
465,FAS,132.13,95,96,93,17
466,GAIA,132.08,95,73,52,68
467,RCL,132.03,95,93,96,88
468,FSTR,131.99,95,96,96,98
469,CRDO,131.96,95,98,99,96
470,VTGN,131.89,95,83,96,89
471,TNC,131.75,95,94,87,66
472,ROAD,131.51,95,95,93,94
473,EGY,131.3,95,95,34,62
474,BWMX,131.25,95,91,85,91
475,HUYA,131.18,95,89,16,70
476,AVDL,130.78,95,90,93,58
477,ELF,130.77,95,97,97,93
478,EVTV,130.72,95,94,8,4
479,VSEC,130.67,95,92,84,71
480,WEBL,130.51,95,96,98,50
481,IDYA,130.43,95,97,98,96
482,REE,130.4,95,96,96,12
483,ELUT,130.26,95,93,92,97
484,TWST,130.19,95,93,98,17
485,AGX,130.16,95,74,62,91
486,FFNW,130.14,94,95,96,28
487,PPC,130.13,94,93,74,78
488,WAY,130.04,94,96,95,95
489,SWTX,130.03,94,96,97,32
490,OCS,129.99,94,95,93,77
491,FLEX,129.93,94,93,85,85
492,NXE,129.89,94,93,94,96
493,USLM,129.8,94,93,91,92
494,SOUN,129.73,94,97,99,98
495,HIMS,129.62,94,97,82,21
496,NVMI,129.58,94,94,94,55
497,NGL,129.57,94,93,97,98
498,ASND,129.55,94,92,94,31
499,CLDL,129.48,94,87,95,46
500,ITRI,129.42,94,91,85,44
501,GDDY,129.41,94,93,92,46
502,DECK,129.39,94,96,94,95
503,FRPT,129.25,94,95,91,27
504,PBYI,129.21,94,96,96,21
505,PSN,129.06,94,94,90,90
506,PLMR,129.05,94,94,81,28
507,COOP,128.92,94,93,88,90
508,YPF,128.8,94,93,94,35
509,PASG,128.79,94,93,65,9
510,LEVI,128.64,94,84,70,33
511,BLDR,128.6,94,95,96,85
512,EE,128.56,94,92,96,95
513,BTSG,128.52,94,93,93,96
514,WAB,128.47,94,89,85,63
515,TAL,128.43,94,93,91,96
516,MUX,128.41,94,86,18,82
517,FTI,128.34,94,93,80,97
518,MPU,128.32,94,98,99,4
519,CMPR,128.29,94,92,95,97
520,ALSN,128.16,94,94,81,64
521,NL,128.15,94,89,22,17
522,NSSC,128.12,94,86,92,8
523,TSLQ,128.11,94,99,22,8
524,GKOS,128.02,94,89,95,91
525,ULBI,127.97,94,94,87,96
526,KNW,127.95,94,78,16,1
527,RVMD,127.92,94,75,87,16
528,WMS,127.91,94,93,88,54
529,NVT,127.87,94,93,89,79
530,NFLU,127.82,94,95,95,59
531,CRAI,127.7,94,92,50,36
532,LLYVA,127.68,94,96,96,95
533,GDMN,127.53,94,90,35,97
534,EVGO,127.53,94,98,93,24
535,DB,127.52,94,91,73,61
536,LYFT,127.46,94,96,80,14
537,AXP,127.36,94,90,87,37
538,CMG,127.36,94,94,87,80
539,ARMN,127.23,94,81,61,51
540,LPTX,127.19,94,25,79,3
541,IGC,127.17,94,86,15,21
542,SM,127.09,94,92,57,91
543,SPXC,126.98,94,92,91,78
544,PEV,126.95,94,9,5,12
545,BRAG,126.95,94,88,91,72
546,KRYS,126.9,94,95,77,93
547,TCTM,126.84,94,94,2,6
548,TT,126.81,94,93,91,70
549,ERIE,126.81,94,94,92,82
550,AVAV,126.81,94,92,83,92
551,CYBR,126.78,94,94,95,83
552,BGC,126.75,94,92,94,94
553,HWKN,126.68,94,91,93,95
554,BELFA,126.66,94,93,94,94
555,TRIP,126.63,94,94,88,20
556,RPAY,126.53,94,93,76,22
557,AWI,126.5,94,95,91,63
558,LLYVK,126.5,94,96,96,95
559,TVGN,126.47,94,81,87,1
560,CSL,126.42,94,93,86,64
561,LGCY,126.4,94,94,98,81
562,TATT,126.39,94,94,97,92
563,FSM,126.3,94,46,22,25
564,BAND,126.29,94,90,77,13
565,XOMA,126.29,94,89,76,82
566,ITGR,126.18,94,87,86,75
567,SCVL,126.18,94,91,54,35
568,PI,126.14,94,95,91,18
569,LLY,126.12,94,95,93,96
570,KROS,126.12,94,95,93,14
571,EXP,126.08,94,95,93,57
572,QRHC,126.07,94,87,52,76
573,DERM,126.05,94,85,16,96
574,DY,126.02,94,91,86,28
575,BOOT,126.02,94,70,28,30
576,VERI,125.9,94,98,3,5
577,KDLY,125.9,94,93,5,3
578,TRGP,125.85,94,92,60,84
579,ICCM,125.82,94,97,93,20
580,BLD,125.6,94,95,96,66
581,ITRM,125.59,94,93,98,6
582,VZLA,125.57,94,84,62,97
583,NKTX,125.53,93,97,97,99
584,CHCI,125.5,93,77,67,37
585,MLI,125.48,93,87,89,74
586,NGD,125.47,93,91,33,83
587,FRD,125.34,93,94,94,18
588,PESI,125.27,93,84,74,97
589,BACK,125.24,93,11,8,2
590,GTES,125.22,93,91,61,26
591,SEED,125.16,93,90,2,5
592,TXRH,124.96,93,92,83,47
593,OMI,124.96,93,95,85,23
594,BBVA,124.94,93,94,78,90
595,VEL,124.92,93,94,94,83
596,MPC,124.89,93,93,79,93
597,IR,124.89,93,92,90,70
598,BCC,124.85,93,95,95,88
599,DUSL,124.77,93,94,91,23
600,LVO,124.75,93,96,87,27
601,FTLF,124.66,93,91,76,94
602,AIRG,124.64,93,89,16,7
603,SANG,124.64,93,92,13,10
604,PGR,124.53,93,92,86,93
605,BLOK,124.45,93,95,90,53
606,CRS,124.37,93,79,74,94
607,RAYA,124.37,93,92,97,17
608,KTEC,124.02,93,92,78,94
609,CBZ,123.96,93,92,88,62
610,COLL,123.74,93,95,93,55
611,ANTE,123.74,93,96,6,5
612,BEDU,123.69,93,94,48,11
613,SNDL,123.66,93,86,18,21
614,AAON,123.64,93,90,84,45
615,CAT,123.59,93,91,84,40
616,DVA,123.52,93,93,87,30
617,TCOM,123.48,93,88,33,68
618,PR,123.44,93,92,68,96
619,DNOW,123.33,93,90,18,51
620,BOW,123.28,93,68,90,88
621,AEO,123.23,93,95,89,94
622,HCC,123.22,93,88,95,95
623,AUTL,123.21,93,98,99,87
624,QVCGA,123.11,93,93,88,2
625,VRNS,123.06,93,93,96,93
626,AMAT,122.94,93,93,89,84
627,GANX,122.93,93,65,12,78
628,AHG,122.83,93,98,99,99
629,PYCR,122.78,93,92,83,25
630,AVGO,122.77,93,94,96,95
631,QD,122.77,93,91,87,93
632,IAG,122.76,93,86,19,82
633,NTIC,122.74,93,75,66,55
634,TEVA,122.73,93,94,91,37
635,AYI,122.73,93,94,93,43
636,GATE,122.72,93,35,43,69
637,LRN,122.66,93,91,90,96
638,PH,122.63,93,92,90,75
639,APT,122.56,93,93,84,58
640,SCCO,122.53,93,89,65,62
641,VERX,122.28,93,95,86,95
642,AUMI,122.14,93,90,65,95
643,AXON,122.09,93,93,87,87
644,SAIA,122.06,93,95,92,91
645,AGIO,121.83,93,83,42,21
646,GNK,121.8,93,90,82,33
647,ATAT,121.78,93,93,92,96
648,STXS,121.74,93,93,88,32
649,LPG,121.65,93,85,94,96
650,TDG,121.64,93,92,90,82
651,PWR,121.64,93,91,77,54
652,TNDM,121.6,93,80,17,4
653,URI,121.57,93,94,95,65
654,HYMCL,121.54,93,31,92,97
655,NMR,121.43,93,95,89,76
656,SYF,121.42,93,86,85,26
657,EDUC,121.41,93,96,70,4
658,TM,121.4,93,94,86,90
659,REFR,121.39,93,80,10,8
660,SLM,121.35,93,92,91,23
661,ALLY,121.33,93,91,92,27
662,CAL,121.31,93,94,86,55
663,CVLT,121.24,93,93,85,59
664,IBKR,121.23,93,90,71,51
665,APO,121.2,93,93,90,83
666,DNN,121.19,93,92,93,95
667,VRME,121.09,93,78,12,23
668,VNOM,121.09,93,89,58,48
669,THC,120.99,93,93,92,31
670,TQQQ,120.91,93,95,97,88
671,DASH,120.9,93,93,94,78
672,COF,120.82,93,88,89,47
673,BITF,120.79,93,94,97,27
674,AIRI,120.7,93,94,75,16
675,KRUS,120.69,93,94,92,16
676,TBCH,120.67,93,96,85,23
677,CG,120.64,93,91,89,31
678,LTL,120.63,93,93,94,78
679,WFC,120.53,92,89,82,35
680,NVO,120.53,92,93,88,96
681,FANG,120.52,92,91,41,83
682,FINW,120.5,92,94,87,96
683,USCB,120.49,92,89,90,95
684,MTSI,120.42,92,83,89,78
685,CEPU,120.38,92,89,94,50
686,PHM,120.36,92,93,95,92
687,SKYU,120.35,92,95,96,89
688,GBX,120.32,92,91,92,54
689,ZH,120.28,92,93,33,65
690,GTE,120.25,92,77,10,18
691,DKNG,120.15,92,97,97,95
692,XFOR,120.12,92,94,15,6
693,CSWI,120.08,92,89,90,91
694,RACE,120.04,92,93,81,88
695,NYAX,120.02,92,94,79,90
696,QUIK,119.99,92,96,96,96
697,PRSU,119.94,92,92,93,36
698,MLM,119.88,92,92,89,74
699,LUCYW,119.84,92,75,11,7
700,NMRK,119.8,92,93,96,17
701,PSX,119.79,92,92,87,82
702,GRPN,119.78,92,97,97,99
703,GRAB,119.76,92,95,57,71
704,TREX,119.67,92,94,94,48
705,RBLX,119.63,92,92,91,93
706,ITOS,119.55,92,95,93,44
707,VALN,119.55,92,87,5,15
708,INTA,119.53,92,93,95,95
709,AORT,119.52,92,88,87,38
710,SHLD,119.52,92,76,64,86
711,AMZN,119.46,92,92,91,91
712,KLAC,119.45,92,93,91,89
713,SEER,119.43,92,92,52,47
714,WDH,119.41,92,70,68,64
715,SB,119.4,92,92,84,59
716,CAPR,119.4,92,89,80,10
717,TSVT,119.37,92,7,8,87
718,GMS,119.34,92,92,92,49
719,DDOG,119.27,92,90,95,47
720,MLYS,119.12,92,9,67,83
721,FOSLL,119.11,92,78,59,74
722,AUST,119.1,92,71,82,92
723,CCJ,119.08,92,84,93,96
724,SMH,119.06,92,94,92,83
725,GM,119.06,92,86,66,17
726,UFPT,119.05,92,94,81,90
727,RERE,119.04,92,91,93,92
728,TSM,119.0,92,93,88,70
729,TROX,118.99,92,87,77,21
730,GVA,118.94,92,89,83,73
731,LII,118.93,92,92,91,94
732,RSSS,118.79,92,92,81,81
733,CLMB,118.79,92,91,89,91
734,ADAP,118.75,92,98,23,4
735,AIRT,118.74,92,69,9,63
736,SAN,118.7,92,87,56,78
737,JBI,118.64,92,91,94,37
738,NCMI,118.6,92,97,89,91
739,QSI,118.52,92,5,8,12
740,LRCX,118.5,92,94,94,79
741,TCBX,118.47,92,92,95,95
742,UPRO,118.43,92,94,94,40
743,SVRA,118.41,92,94,97,98
744,EZPW,118.36,92,89,44,33
745,QSG,118.36,92,29,24,39
746,SPXL,118.32,92,94,94,40
747,BSX,118.28,92,88,84,73
748,APH,118.2,92,89,86,56
749,CXW,118.07,92,92,92,95
750,EH,117.98,92,86,16,97
751,TECL,117.97,92,96,98,91
