Ticker,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Rank
NAMSW,508.13,99,99,0,0,1
RYTM,338.64,99,99,3,38,2
TH,303.12,99,99,98,98,3
VTYX,288.99,99,94,27,10,4
GIFT,247.59,99,14,50,60,5
PLRX,245.5,99,99,29,2,6
TCTM,245.25,99,99,99,13,7
TRMD,232.45,99,99,99,80,8
SGML,232.42,99,99,99,99,9
WEBS,228.25,99,97,99,89,10
ATXS,226.23,99,99,6,19,11
GDXD,225.17,99,97,98,2,12
TNK,225.07,99,98,98,84,13
STNG,224.51,99,99,99,94,14
TCRT,223.76,99,99,97,2,15
ASC,223.56,99,99,99,90,16
TEN,222.87,99,98,91,82,17
AKRO,222.4,99,41,12,11,18
INSW,216.33,99,98,97,82,19
VIGL,213.16,99,98,1,7,20
HPKEW,210.06,99,99,99,99,21
CPRX,209.88,99,99,92,97,22
HUDI,207.6,99,98,99,99,23
EDZ,204.11,99,95,98,81,24
SRTS,203.91,99,99,98,99,25
TTT,203.39,99,98,99,89,26
TMV,202.39,99,98,99,88,27
BERZ,202.14,99,92,99,29,28
CNET,201.65,99,94,3,6,29
NERV,200.17,99,99,5,15,30
COGT,199.77,99,99,95,71,31
DUST,197.4,99,97,98,7,32
VRNA,195.62,99,99,31,19,33
CNR,195.41,99,99,99,99,34
TE,194.35,99,96,19,94,35
KGEI,194.09,99,99,99,99,36
EXEEL,192.7,99,99,99,99,37
JDST,192.67,99,97,98,10,38
BELFB,192.63,99,99,92,92,39
CEG,192.21,99,98,97,96,40
GERN,189.59,99,99,95,92,41
FSLR,188.63,99,98,36,49,42
CRDB,188.05,99,99,97,97,43
LNTH,186.12,99,99,99,99,44
BELFA,184.73,99,98,98,96,45
EPOW,184.6,99,90,90,86,46
CMBT,184.31,99,98,97,93,47
YPF,182.96,99,95,28,92,48
MTR,181.42,99,99,99,97,49
JAKK,181.23,99,99,91,95,50
RLYB,180.94,99,38,38,12,51
MNTK,180.54,99,98,86,87,52
EPV,180.5,99,95,98,72,53
AMLX,180.08,99,99,97,18,54
EXEEZ,179.69,99,99,99,99,55
DRV,178.88,99,74,97,17,56
ANIX,178.54,99,93,78,17,57
QVCGB,178.44,99,96,12,5,58
AMPS,177.45,99,96,28,17,59
ARLP,177.0,99,99,99,98,60
PBF,175.72,99,99,99,98,61
CAPR,175.53,99,98,80,61,62
SXTC,175.09,99,99,99,0,63
HRB,175.04,99,98,98,79,64
ENPH,174.9,99,98,93,94,65
EFU,174.38,99,95,98,77,66
DYN,173.82,99,96,14,14,67
NEXT,173.68,99,99,94,99,68
EXEEW,173.6,99,99,98,99,69
MAXN,173.53,99,98,51,29,70
NAT,173.43,99,94,81,37,71
EEV,172.42,99,93,98,81,72
NTRBW,171.67,99,98,99,99,73
RCMT,171.49,99,99,99,99,74
CECO,171.24,99,98,82,20,75
CLFD,171.22,99,99,95,97,76
TBT,171.1,99,96,98,86,77
TMDX,170.78,99,99,96,80,78
PXS,170.56,98,94,96,16,79
RLMD,170.29,98,97,27,85,80
XMTR,170.22,98,82,28,12,81
HNRG,169.6,98,99,99,94,82
EWV,169.33,98,94,98,85,83
SOXS,169.08,98,67,99,17,84
QRHC,168.62,98,95,20,73,85
ADMA,168.16,98,98,98,96,86
BCAB,167.46,98,99,2,0,87
SQQQ,167.17,98,84,99,23,88
SARK,167.12,98,96,99,94,89
YANG,167.07,98,22,21,15,90
LGHL,166.77,98,96,14,74,91
TZA,166.32,98,78,99,69,92
BWEN,165.91,98,97,22,17,93
BPT,165.79,98,99,99,99,94
NVCT,165.77,98,98,99,99,95
NMTC,165.42,98,89,8,1,96
SRTY,165.29,98,76,99,66,97
GCBC,165.13,98,95,97,97,98
VRDN,164.63,98,98,19,72,99
XENE,164.16,98,97,98,96,100
PBT,164.13,98,99,99,99,101
DGII,163.45,98,98,94,67,102
ULH,163.21,98,98,98,33,103
DHT,163.03,98,96,91,62,104
EDU,162.84,98,99,96,3,105
CAAS,162.71,98,91,51,41,106
CWCO,162.54,98,97,97,62,107
FRO,162.51,98,96,91,90,108
FTLF,161.54,98,97,58,27,109
AMR,161.52,98,99,99,99,110
TYO,161.3,98,94,97,90,111
ARDX,160.32,98,94,7,11,112
TUSK,160.18,98,99,70,20,113
REW,160.17,98,87,98,29,114
CAPS,160.1,98,97,98,97,115
SLNG,159.53,98,67,27,36,116
YCS,159.45,98,96,98,90,117
AFRI,159.43,98,82,44,70,118
UNL,159.3,98,98,98,98,119
ATI,159.26,98,98,95,97,120
CALM,159.2,98,96,96,98,121
SPXU,159.01,98,83,98,25,122
APLS,158.99,98,94,81,94,123
SPXS,158.99,98,83,98,25,124
FXP,158.67,98,67,56,49,125
CRK,158.59,98,99,97,98,126
PFIX,158.58,98,94,98,89,127
TECS,158.5,98,59,98,18,128
CHR,158.2,98,96,21,9,129
FAZ,158.09,98,89,98,28,130
TERN,157.7,98,98,11,1,131
OXY,157.4,98,99,99,98,132
PAYS,157.12,98,99,25,24,133
SMID,156.83,98,94,25,43,134
ELF,156.78,98,96,94,33,135
AREC,156.77,98,98,20,89,136
VERU,156.65,98,99,99,12,137
SQM,156.36,98,97,98,98,138
VERV,156.28,98,98,9,8,139
SCC,155.89,98,91,99,79,140
QID,155.45,98,88,98,35,141
EQT,155.27,98,99,98,98,142
ZSL,155.27,98,97,98,24,143
SDOW,155.21,98,83,97,43,144
KEQU,155.02,98,97,96,84,145
FNGD,154.99,98,37,99,16,146
VYGR,154.98,98,98,99,99,147
IMRX,154.42,98,21,11,3,148
MOD,154.19,98,97,86,13,149
GOSS,154.07,98,98,61,33,150
GLNG,154.02,98,99,98,99,151
KFS,153.64,98,96,92,82,152
NSSC,153.36,98,95,86,75,153
EUO,153.34,98,95,96,86,154
BCLI,153.21,98,94,36,47,155
TWM,152.65,98,84,98,75,156
SRPT,152.63,97,97,70,76,157
RTC,152.34,97,98,19,16,158
SMDD,152.05,97,69,98,35,159
UNM,151.97,97,96,97,88,160
MUSA,151.92,97,98,98,92,161
TGS,151.92,97,95,82,97,162
CALX,151.89,97,95,24,20,163
AACG,151.84,97,99,21,5,164
GNE,151.77,97,98,98,87,165
RGC,151.7,97,76,99,96,166
SKF,151.5,97,89,97,39,167
WOLF,151.31,97,96,18,84,168
SJT,150.87,97,99,98,98,169
IMCR,150.74,97,99,94,52,170
SDD,150.68,97,82,97,58,171
SMN,150.58,97,83,96,17,172
FPAY,150.48,97,98,6,9,173
VIST,150.17,97,97,97,99,174
ENVX,149.99,97,97,10,16,175
SSBK,149.94,97,91,93,91,176
UNG,149.92,97,98,96,98,177
EDAP,149.91,97,96,91,88,178
CELH,149.62,97,98,84,31,179
NC,149.62,97,96,95,95,180
BMEA,149.57,97,98,99,2,181
SIJ,149.43,97,85,98,77,182
AMAL,149.26,97,95,96,82,183
MARPS,149.18,97,98,98,98,184
WVE,148.89,97,97,93,5,185
DZZ,148.86,97,91,91,27,186
PRPH,148.64,97,99,99,94,187
TSSI,148.05,97,97,51,38,188
LUCK,147.9,97,88,92,90,189
OPTN,147.73,97,98,99,85,190
SCWO,147.6,97,97,91,99,191
KRUS,147.42,97,99,83,93,192
SDS,147.06,97,85,97,34,193
MCK,146.95,97,97,98,97,194
SOHOO,146.63,97,96,90,87,195
MIST,146.54,97,97,86,87,196
PI,146.46,97,98,79,76,197
JMSB,146.39,97,93,95,90,198
TRVI,146.23,97,99,99,98,199
TMCI,146.13,97,87,21,22,200
SMCI,146.12,97,98,92,43,201
ATNM,146.02,97,91,35,16,202
ESOA,145.98,97,97,51,89,203
LNG,145.67,97,97,97,97,204
NINE,145.64,97,99,97,99,205
HURN,145.49,97,96,98,36,206
PST,145.43,97,91,96,87,207
CEPU,145.41,97,96,79,97,208
STKL,145.16,97,97,95,8,209
ALNY,145.14,97,97,57,55,210
OPXS,145.11,97,97,88,89,211
HSON,144.89,97,95,97,99,212
NFE,144.85,97,99,96,98,213
GLL,144.74,97,90,90,23,214
PLMR,144.72,97,88,77,53,215
ISSC,144.56,97,18,89,93,216
EVTL,144.52,97,34,6,24,217
AXSM,144.49,97,99,73,87,218
CTGO,144.47,97,88,90,76,219
CCRN,144.45,97,95,85,88,220
TDW,144.14,97,97,99,98,221
PRVA,143.97,97,98,91,74,222
DXD,143.61,97,84,96,53,223
PHAR,143.57,97,97,76,34,224
EFZ,143.46,97,91,96,70,225
VIRC,143.38,97,96,96,37,226
PTCT,143.34,97,97,90,76,227
LQDA,143.33,97,99,91,99,228
COE,143.31,97,81,23,20,229
MZZ,143.24,97,79,97,51,230
ORA,143.12,97,94,91,85,231
EUM,142.98,97,90,96,77,232
HLIT,142.98,97,92,76,59,233
BEAT,142.86,97,9,9,4,234
BGI,142.81,96,93,98,98,235
CAH,142.79,96,95,82,78,236
DCGO,142.76,96,96,33,53,237
WTI,142.73,96,98,95,90,238
DINO,142.68,96,97,97,89,239
PVL,142.57,96,94,99,96,240
BRID,142.55,96,90,95,28,241
FENC,142.44,96,85,75,67,242
NRP,142.33,96,96,97,98,243
MGPI,142.22,96,97,98,92,244
BIS,141.98,96,86,98,84,245
LVTX,141.64,96,8,14,7,246
TBF,141.63,96,92,96,79,247
VERA,141.57,96,84,25,95,248
SBR,141.55,96,97,98,97,249
DRCT,141.29,96,98,5,92,250
HHS,141.09,96,99,99,93,251
LPLA,140.83,96,95,95,90,252
KMLM,140.81,96,93,96,88,253
YXI,140.77,96,82,83,75,254
AEHR,140.75,96,98,90,99,255
CDRE,140.6,96,94,87,95,256
SOHOB,140.47,96,97,92,86,257
RAVE,140.37,96,94,75,29,258
COCO,140.37,96,92,69,13,259
SGA,140.27,96,93,93,70,260
TAL,140.26,96,98,95,8,261
LW,140.13,96,95,94,32,262
COMM,139.66,96,89,15,7,263
ALT,139.62,96,99,99,10,264
VET,139.45,96,99,99,99,265
ELVN,139.41,96,13,9,3,266
CCBG,139.32,96,95,93,61,267
HDSN,139.31,96,99,99,99,268
EP,139.3,96,95,93,99,269
ESQ,139.2,96,92,95,91,270
SNDX,139.12,96,97,91,59,271
BJ,139.01,96,93,92,93,272
UFPT,138.9,96,96,97,83,273
MCRB,138.79,96,90,6,16,274
CTS,138.78,96,90,83,77,275
SGRP,138.71,96,60,70,37,276
HIBS,138.68,96,34,98,16,277
CLMT,138.52,96,97,90,96,278
SOHON,138.49,96,96,84,83,279
DWSH,138.48,96,84,97,48,280
DAWN,138.45,96,99,97,6,281
FLNG,138.45,96,98,98,98,282
NAAS,138.44,96,98,99,85,283
PRCT,138.42,96,91,82,80,284
IMXI,138.42,96,97,96,95,285
HAE,138.38,96,95,91,54,286
REK,138.2,96,83,95,45,287
ALB,138.17,96,93,86,89,288
GRRR,138.03,96,93,90,69,289
SPRO,137.99,96,1,0,3,290
EXE,137.97,96,97,96,97,291
MPC,137.87,96,97,96,96,292
ESSA,137.84,96,92,84,81,293
GIS,137.8,96,93,96,82,294
ARRY,137.75,96,98,38,13,295
TKO,137.73,96,92,94,89,296
PCG,137.7,96,89,69,82,297
EVH,137.55,96,96,94,94,298
INTZ,137.54,96,91,94,3,299
IRTC,137.5,96,98,96,99,300
FHN,137.4,96,91,96,96,301
PSQ,137.35,96,86,97,51,302
ERII,137.29,96,91,80,73,303
KLXE,137.23,96,97,65,47,304
BTCT,137.06,96,97,99,2,305
BSM,137.05,96,95,95,95,306
COP,136.85,96,96,96,97,307
OBE,136.74,96,99,99,99,308
MRSN,136.57,96,98,36,5,309
CTA,136.47,96,90,94,50,310
HQY,136.47,96,85,85,88,311
IONS,136.41,96,94,92,85,312
ACHC,136.31,95,95,92,84,313
SYBT,136.31,95,94,93,42,314
BTU,136.29,95,98,99,99,315
MIRM,136.15,95,96,90,96,316
SOTK,136.14,95,91,98,95,317
LEU,136.06,95,96,27,56,318
