Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Beta,Sell Date,Holding Duration,Profit
CRH, 64.06B,2025-02-12, 104.22$,  4.23,  2.39,4,65,  1.07,  1.13,  1.18,  1.06,  1.10,  1.04,  1.02,1.368,2025-02-20,8,-1.5736%
DUOL, 14.99B,2025-02-12, 398.11$,  5.13,  2.09,2,34,  1.14,  1.42,  1.53,  1.24,  1.34,  1.08,  1.06,0.922,2025-02-21,9,-3.2051%
GRAB, 19.47B,2025-02-12,   5.00$,  5.00,  1.73,6,5,  1.03,  1.22,  1.26,  1.18,  1.22,  1.03,  1.04,0.88,2025-02-20,8,-4.3000%
IHG, 17.46B,2025-02-12, 136.29$,  1.54,  1.99,3,4,  1.06,  1.19,  1.23,  1.12,  1.15,  1.03,  1.03,0.926,2025-02-13,1,-1.0125%
TYL, 24.88B,2025-02-12, 610.27$,  1.68,  1.56,2,34,  1.02,  1.04,  1.09,  1.02,  1.07,  1.05,  1.04,0.8,2025-02-21,9,0.8095%
UTHR, 13.96B,2025-02-12, 370.74$,  4.89,  1.88,10,16,  1.02,  1.04,  1.10,  1.02,  1.08,  1.06,  1.04,0.639,2025-02-21,9,-2.6002%
AVERAGE,,,,,,,,,,,,,,,,,7.33,-1.9803% (-63.0483%)
