Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Sell Date,Holding Duration,Profit
BNTX, 23.01B,2025-01-07, 126.88$,  3.66,  2.10,435,34,  1.12,  1.24,  1.28,  1.11,  1.14,  1.03,  1.03,N/A,N/A,N/A
PEN, 10.60B,2025-01-07, 252.23$,  4.77,  2.83,16,110,  1.06,  1.23,  1.22,  1.15,  1.15,  1.00,  1.00,N/A,N/A,N/A
