Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Beta,Sell Date,Holding Duration,Profit
AGI, 11.23B,2025-03-17,  25.83$,  2.05,  1.53,3650,2,  1.19,  1.28,  1.34,  1.08,  1.13,  1.05,  1.05,1.02,2025-03-27,10,3.4069%
ARCC, 15.30B,2025-03-17,  21.65$,  1.62,  1.53,5,4,  0.97,  1.03,  1.05,  1.07,  1.09,  1.02,  1.02,1.062,2025-03-27,10,3.2794%
BR, 27.95B,2025-03-17, 231.47$,  1.86,  1.54,5,4,  0.99,  1.04,  1.07,  1.05,  1.08,  1.03,  1.02,1.063,2025-03-18,1,-0.1037%
LI, 28.28B,2025-03-17,  27.35$,  2.52,  1.63,1,1,  1.07,  1.14,  1.19,  1.06,  1.12,  1.05,  1.01,0.846,2025-03-18,1,0.9872%
RBA, 18.57B,2025-03-17,  97.98$,  2.00,  3.15,4,18,  1.04,  1.09,  1.13,  1.05,  1.09,  1.04,  1.03,0.937,2025-03-18,1,-0.7348%
WPM, 34.76B,2025-03-17,  76.02$,  1.72,  1.65,3650,56,  1.18,  1.22,  1.25,  1.03,  1.06,  1.03,  1.03,0.705,2025-03-27,10,0.7893%
AVERAGE,,,,,,,,,,,,,,,,,5.50,1.2707% (131.1689%)
