Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Beta,Sell Date,Holding Duration,Profit
AXON, 43.42B,2025-02-18, 710.01$,  2.25,  1.72,3650,28,  1.13,  1.45,  1.61,  1.29,  1.43,  1.11,  1.09,1.123,2025-02-19,1,-16.4209%
CCEP, 39.66B,2025-02-18,  86.74$,  2.12,  2.08,3650,50,  1.12,  1.13,  1.15,  1.01,  1.03,  1.01,  1.02,0.791,2025-02-27,9,-0.7148%
DRI, 24.37B,2025-02-18, 200.40$,  4.66,  1.58,7,36,  1.09,  1.22,  1.25,  1.11,  1.15,  1.03,  1.03,1.272,2025-02-20,2,-2.6447%
ETR, 36.23B,2025-02-18,  87.40$,  2.29,  1.66,3650,11,  1.13,  1.28,  1.36,  1.14,  1.21,  1.06,  1.06,0.668,2025-02-27,9,-2.4371%
INSM, 14.06B,2025-02-18,  81.36$,  1.88,  1.56,8,19,  1.10,  1.11,  1.21,  1.00,  1.10,  1.09,  1.09,1.282,2025-02-24,6,-1.6347%
TTWO, 38.10B,2025-02-18, 216.38$,  3.58,  1.60,3650,5,  1.15,  1.28,  1.31,  1.12,  1.14,  1.02,  1.03,0.82,2025-02-21,3,-2.1860%
WSO, 20.70B,2025-02-18, 530.75$,  2.03,  3.17,49,101,  1.09,  1.09,  1.10,  1.00,  1.01,  1.01,  1.02,0.905,2025-02-27,9,-5.8220%
AVERAGE,,,,,,,,,,,,,,,,,5.57,-4.5514% (-95.2725%)
