Rank,Ticker,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
63,NNE,271.88,99,99,99,98
64,JFBR,271.12,99,99,99,5
65,NEON,270.32,99,99,99,99
66,CURI,270.03,99,99,94,99
67,RKLB,267.02,99,99,99,99
68,CNVS,266.79,99,99,99,27
69,LXEH,265.49,99,99,93,5
70,PRCH,264.55,99,97,98,24
71,NTRBW,262.96,99,99,99,98
72,PLTR,262.96,99,99,99,98
73,ETON,262.02,99,99,99,95
74,OPFI,261.78,99,98,97,95
75,CPIX,261.38,99,99,95,10
76,EOSE,260.59,99,99,99,98
77,OKLO,257.24,99,99,98,20
78,IBIO,254.37,99,97,95,13
79,LENZ,254.33,99,98,99,99
80,NAK,252.18,99,97,95,53
81,XYF,251.7,99,98,96,92
82,TMCWW,248.04,99,98,8,8
83,TRVG,247.94,99,97,75,7
84,MESO,247.18,99,99,99,98
85,SATL,244.98,99,98,98,16
86,WAVE,244.26,99,99,99,99
87,LB,241.47,99,97,98,97
88,COEP,240.93,99,98,5,2
89,XTKG,240.88,99,98,98,1
90,STEC,240.46,99,98,84,3
91,OPTT,238.87,99,99,96,6
92,BABX,237.3,99,98,45,98
93,DOMH,234.59,99,99,7,15
94,JZXN,232.74,99,98,5,0
95,RR,232.31,99,98,95,3
96,ZKIN,231.01,99,99,86,7
97,NXL,230.28,99,99,99,18
98,SRRK,228.34,98,98,99,15
99,COMM,227.56,98,98,98,99
100,FUBO,226.96,98,98,22,14
101,AMPX,226.65,98,96,93,4
102,PVLA,224.65,98,92,25,86
103,CTEV,224.06,98,99,3,1
104,CRVO,223.93,98,0,0,97
105,AMBO,223.64,98,97,65,11
106,IONQ,222.78,98,99,99,39
107,JG,222.46,98,99,96,99
108,CLOV,221.94,98,98,98,99
109,GV,219.89,98,6,6,35
110,MVST,218.99,98,99,99,2
111,ATER,218.54,98,96,97,99
112,XERS,218.27,98,93,94,90
113,ATHE,217.67,98,99,92,5
114,REBN,217.54,98,98,5,28
115,ALHC,217.51,98,96,91,97
116,NIU,217.15,98,89,22,63
117,TBRG,216.49,98,98,96,61
118,JXG,216.43,98,96,5,96
119,GDS,216.33,98,99,96,99
120,SMMT,216.21,98,99,99,99
121,JUNE,215.62,98,19,25,65
122,ADUR,214.95,98,98,99,99
123,KINS,214.68,98,98,99,99
124,MRT,214.2,98,98,99,99
125,XPEV,212.4,98,97,89,91
126,ESGL,212.38,98,79,93,99
127,GORO,211.48,98,96,9,22
128,SEZL,210.88,98,99,99,99
129,ALLT,209.13,98,98,98,94
130,TDUP,208.38,98,98,81,2
131,LTRY,208.09,98,98,4,2
132,TUYA,208.0,98,98,56,24
133,ASM,207.57,98,96,86,98
134,TBMCR,206.35,98,97,97,94
135,BGM,206.22,98,98,98,99
136,CADL,204.79,98,99,99,99
137,GRAL,204.33,98,99,91,33
138,UBXG,203.44,98,99,98,0
139,NAGE,203.05,98,96,97,98
140,COMP,202.7,98,97,93,98
141,BNTC,202.08,98,96,97,98
142,TKNO,201.78,98,98,99,99
143,AUR,201.57,98,98,97,98
144,FSI,201.48,98,98,95,98
145,CYD,201.31,98,98,21,91
146,ORLA,200.59,98,96,93,65
147,SPCB,199.67,98,99,14,12
148,SSRM,199.18,98,97,88,36
149,SVRE,198.6,98,97,0,0
150,WLFC,197.45,98,98,99,99
151,MSTU,196.69,98,96,99,97
152,CRNC,196.32,98,99,97,3
153,FOA,194.96,98,98,99,95
154,TGTX,194.91,98,95,96,97
155,QURE,194.55,98,98,99,20
156,SMR,194.3,98,99,99,99
157,USAU,194.12,98,95,92,93
158,QVCGB,193.73,98,4,12,10
159,ADPT,192.61,98,98,96,84
160,DOGZ,192.52,98,98,99,99
161,OPRT,192.01,98,98,92,14
162,LUMN,191.9,98,97,99,99
163,DAVE,191.85,98,98,99,99
164,APPS,191.76,98,98,8,72
165,ESLT,191.52,98,92,90,32
166,CRMD,190.54,98,97,96,98
167,HEES,189.89,98,97,38,25
168,HOOD,187.98,98,98,97,96
169,GRABW,187.34,98,98,98,75
170,OMER,187.2,98,98,99,70
171,TVTX,186.97,98,98,96,98
172,USAS,186.52,98,96,96,87
173,NCSM,186.29,98,94,90,85
174,PDEX,186.18,98,91,98,96
175,CVKD,185.29,98,98,93,97
176,HYMCL,184.23,98,30,11,75
177,TRVI,183.93,98,96,96,91
178,JFIN,183.87,98,96,54,57
179,EAT,183.81,98,98,98,96
180,ARIS,183.81,98,96,97,93
181,PGEN,183.63,98,97,7,6
182,ACHR,183.57,98,98,98,9
183,LUCD,183.53,98,94,18,12
184,CAPR,183.24,98,98,98,98
185,BBAI,183.14,98,99,97,21
186,TSAT,183.09,98,98,96,86
187,YINN,182.49,98,97,82,97
188,NIVF,181.88,98,99,1,1
189,QMCO,181.87,98,99,99,2
190,BFLY,181.86,98,99,98,96
191,KGEI,181.47,98,98,96,18
192,SNT,181.35,98,98,98,71
193,BMRA,180.79,98,97,5,4
194,COE,180.67,98,97,96,97
195,PLX,180.33,97,97,93,12
196,VHC,180.17,97,96,6,58
197,TIGR,179.03,97,97,96,78
198,ALBT,178.98,97,94,12,3
199,DUOT,178.91,97,98,97,12
200,MTC,178.67,97,99,99,4
201,MP,178.47,97,95,66,82
202,RBRK,178.05,97,97,97,22
203,DCTH,177.67,97,98,97,97
204,NVA,177.45,97,98,98,68
205,TMC,177.31,97,97,11,15
206,FINV,177.1,97,95,90,85
207,VIOT,176.9,97,95,94,98
208,CRK,176.7,97,97,95,60
209,SENS,176.3,97,98,71,9
210,CANG,175.58,97,98,99,87
211,JVA,175.31,97,99,98,99
212,DOCS,175.18,97,98,97,97
213,GH,174.99,97,96,92,16
214,ALTS,174.57,97,99,98,98
215,CCLDO,174.51,97,97,97,96
216,SRAD,174.04,97,96,93,69
217,RDUS,173.89,97,10,16,22
218,POET,172.55,97,97,98,99
219,SEI,172.04,97,99,98,94
220,SATX,171.93,97,97,97,88
221,QFIN,171.92,97,97,97,97
222,UXIN,171.89,97,96,94,20
223,GEO,171.84,97,95,98,55
224,AKRO,171.82,97,98,83,60
225,DAO,171.7,97,98,97,17
226,DWTX,171.42,97,92,2,4
227,API,171.3,97,97,97,32
228,GDXU,171.29,97,92,12,96
229,MBOT,171.26,97,96,30,10
230,MOB,171.18,97,97,99,16
231,BLBX,171.08,97,89,11,20
232,BE,170.85,97,96,98,13
233,YSG,170.75,97,86,95,47
234,BTCT,170.53,97,92,98,8
235,AXGN,170.51,97,97,96,98
236,ERJ,170.27,97,94,90,98
237,SPOT,169.97,97,97,95,97
238,IBO,169.96,97,13,5,10
239,FCUV,169.89,97,96,9,8
240,NTRP,169.74,97,98,97,41
241,UI,169.54,97,96,98,96
242,LMND,169.08,97,95,98,62
243,BROS,168.95,97,98,95,26
244,WHLRP,168.72,97,97,95,88
245,CIA,168.42,97,95,92,91
246,CSBR,168.25,97,98,94,19
247,ATYR,168.22,97,97,97,52
248,TISI,168.17,97,97,96,98
249,ITCI,168.07,97,96,82,63
250,BRFH,167.55,97,98,90,92
251,FTK,167.49,97,97,96,72
252,ARBB,167.25,97,11,20,1
253,ORGO,167.21,97,30,63,22
254,TGI,167.07,97,96,87,25
255,NTRB,167.04,97,97,26,97
256,GOSS,166.68,97,97,16,41
257,EM,166.6,97,95,85,32
258,BABA,166.05,97,97,51,93
259,ZLAB,165.84,97,96,90,77
260,IHS,165.57,97,91,22,14
261,ARQQ,165.49,97,95,99,3
262,SUPV,165.39,97,97,98,97
263,ZVIA,165.32,97,98,99,53
264,PRA,165.31,97,29,83,57
265,TURB,165.07,97,97,90,51
266,RGS,165.06,97,97,98,98
267,AVXL,164.9,97,93,95,41
268,SGHC,164.6,97,98,97,44
269,CKPT,164.6,97,91,97,77
270,HNRG,164.34,97,93,95,62
271,RDW,164.17,97,99,99,97
272,SKGRW,164.09,97,98,99,97
273,VATE,164.07,97,98,30,3
274,OPOF,163.98,97,96,94,73
275,LITM,163.79,97,91,12,1
276,ADMA,163.57,97,94,97,99
277,LTH,163.32,97,96,83,95
278,INTZ,163.29,97,86,1,2
279,BB,162.85,97,98,93,15
280,BKTI,162.81,97,97,98,98
281,TEM,162.79,97,93,21,94
282,NVCT,162.5,97,87,8,12
283,FNA,162.34,97,93,90,9
284,HIMS,162.12,97,99,96,96
285,EOSEW,162.04,97,99,99,22
286,LEDS,161.37,97,93,74,15
287,CMPX,161.15,97,98,37,94
288,FPH,160.91,97,96,81,82
289,CRDB,160.86,97,97,87,95
290,VSTM,160.79,97,88,71,4
291,PNRG,160.7,97,94,93,90
292,PBI,160.69,96,97,92,97
293,RDDT,160.59,96,98,98,86
294,DRD,160.58,96,89,42,85
295,CORT,160.55,96,97,95,94
296,TENX,160.55,96,95,91,8
297,BBAR,160.49,96,97,98,96
298,WVVI,160.36,96,96,14,11
299,SKE,160.35,96,96,95,97
300,EH,160.23,96,97,56,16
301,TDS,160.14,96,97,96,89
302,AS,159.8,96,97,97,85
303,XPP,159.33,96,96,84,95
304,CRS,158.94,96,96,96,98
305,SLQT,158.93,96,97,95,39
306,LFVN,158.9,96,97,98,98
307,MYTE,158.84,96,98,96,25
308,ALDX,158.71,96,95,88,94
309,ECX,158.23,96,90,53,14
310,QH,157.88,96,98,96,99
311,CLS,157.39,96,98,98,93
312,CHRO,156.91,96,97,4,2
313,GENI,156.84,96,86,91,95
314,AVAH,156.82,96,79,93,99
315,MSTR,156.78,96,98,99,99
316,PSNL,156.22,96,98,99,99
317,ARQT,156.09,96,93,98,95
318,GEV,155.95,96,95,97,97
319,ACCD,155.94,96,94,6,7
320,SHNY,155.83,96,95,82,96
321,GNLX,155.81,96,95,13,6
322,IDCC,155.64,96,95,95,91
323,CCB,155.58,96,97,96,83
324,SRFM,155.56,96,95,95,1
325,EVER,155.54,96,69,37,96
326,USGO,155.51,96,96,93,15
327,SKIL,155.26,96,98,94,81
328,BNRG,155.19,96,95,10,3
329,TLN,154.78,96,97,97,99
330,JNUG,154.7,96,90,31,96
331,NUGT,154.69,96,90,23,96
332,VEON,154.5,96,96,95,91
333,UNFI,154.36,96,98,96,86
334,PTCT,154.12,96,95,93,91
335,AGI,154.0,96,93,77,94
336,ASA,153.88,96,93,78,92
337,DATS,153.72,96,97,88,14
338,MGRX,153.01,96,93,8,10
339,KGC,152.72,96,93,88,96
340,RMNI,152.7,96,94,61,9
341,UPST,152.58,96,97,98,95
342,SE,152.5,96,96,96,98
343,SERV,152.41,96,95,99,99
344,PL,152.06,96,97,97,46
345,GDC,152.04,96,5,28,99
346,MATH,152.03,96,97,11,11
347,CARA,151.44,96,56,75,6
348,AHR,151.42,96,95,95,98
349,SOC,151.22,96,97,94,98
350,SFM,151.05,96,96,96,98
351,INSM,151.03,96,97,95,98
352,ELTX,150.93,96,96,18,20
353,YMM,150.86,96,94,93,87
354,FUTU,150.73,96,97,90,93
355,TPL,150.66,96,96,95,93
356,WHLRD,150.27,96,95,94,94
357,AGL,150.22,96,90,2,3
358,PPTA,150.2,96,92,97,99
359,SOFI,150.11,96,95,97,52
360,GFI,150.04,96,88,22,70
361,GHRS,149.98,96,86,21,10
362,UBX,149.89,96,94,7,17
363,FKWL,149.69,96,98,86,93
364,AU,149.48,96,91,51,93
365,EXFY,149.31,96,95,97,38
366,ACR,149.3,96,93,86,94
367,IH,149.27,96,56,30,24
368,CDTX,149.19,96,96,97,9
369,LEU,148.43,96,98,92,77
370,SNAL,148.42,96,98,97,11
371,NEXT,148.37,96,88,89,12
372,LRN,147.98,96,97,94,93
373,AXSM,147.93,96,96,76,71
374,PLYA,147.89,96,95,80,21
375,MRX,147.87,96,95,94,86
376,CRDO,147.51,96,98,98,94
377,AEM,147.3,96,93,83,95
378,DB,147.12,96,91,71,86
379,IGIC,147.11,96,95,95,94
380,UTI,146.89,96,96,96,86
381,DXPE,146.8,96,97,96,87
382,TPR,146.74,96,97,94,85
383,HMY,146.61,96,89,40,97
384,RIGL,146.6,96,95,91,95
385,NISN,146.56,96,75,25,99
386,SAN,146.43,96,91,33,82
387,HWM,146.36,96,94,94,96
388,PTGX,146.09,96,81,90,97
389,BOIL,146.03,95,96,9,4
390,AKBA,146.01,95,87,93,67
391,RDVT,145.85,95,95,95,91
392,OCC,145.85,95,96,12,25
393,GRND,145.74,95,96,96,91
394,MPAA,145.49,95,96,80,18
395,WAY,145.37,95,96,95,91
396,ADTN,145.36,95,97,93,25
397,NGVC,145.3,95,97,97,96
398,OCS,145.3,95,96,93,51
399,OUST,145.25,95,59,97,13
400,EFOI,145.19,95,90,28,11
401,WKEY,145.18,95,99,99,41
402,SNEX,145.12,95,95,88,76
403,SOUN,145.01,95,97,99,96
404,SSY,144.96,95,91,29,25
405,TATT,144.92,95,96,97,96
406,DMAC,144.86,95,97,98,95
407,SSP,144.73,95,11,11,3
408,NCTY,144.69,95,98,98,16
409,HYMC,144.44,95,30,21,46
410,DGP,144.43,95,94,86,95
411,EXEEL,144.29,95,92,88,22
412,YRD,144.1,95,95,78,92
413,MGTX,144.08,95,92,89,14
414,ONC,144.04,95,94,48,91
415,ITRG,143.99,95,90,37,62
416,BAFN,143.77,95,94,60,65
417,EE,143.71,95,93,96,90
418,BTSG,143.67,95,95,93,93
419,TWLO,143.65,95,96,96,44
420,SIFY,143.62,95,93,24,4
421,RDFN,143.5,95,53,52,98
422,CLPT,143.31,95,97,97,98
423,TSLQ,143.2,95,98,28,5
424,VBFC,143.17,95,95,95,97
425,CRVS,143.01,95,83,98,99
426,ATRO,143.01,95,78,17,55
427,KPLT,142.92,95,72,5,17
428,NFLU,142.87,95,95,95,28
429,GGAL,142.81,95,96,98,98
430,SENEB,142.75,95,92,92,59
431,UGL,142.73,95,93,84,95
432,LLYVA,142.72,95,97,96,91
433,ACMR,142.63,95,92,10,17
434,TARA,142.61,95,94,98,15
435,GDMN,142.55,95,92,49,94
436,DESP,142.5,95,95,86,85
437,ATGE,142.48,95,94,91,91
438,XGN,142.38,95,93,98,97
439,REAL,142.22,95,98,99,73
440,RFIL,142.21,95,94,79,83
441,EXK,142.09,95,89,89,97
442,PEV,141.91,95,9,5,8
443,ALNY,141.69,95,90,81,94
444,NGD,141.56,95,93,86,98
445,LLYVK,141.4,95,97,96,91
446,TVGN,141.37,95,86,89,1
447,SWI,141.33,95,94,82,59
448,LGCY,141.29,95,95,98,57
449,PRTH,141.25,95,98,97,97
450,MIND,141.21,95,98,96,7
451,TARS,141.14,95,91,97,92
452,NN,140.91,95,95,98,82
453,DERM,140.91,95,89,20,93
454,TPB,140.89,95,97,97,95
455,HIPO,140.77,95,95,96,94
456,KDLY,140.73,95,94,5,2
457,ICCM,140.64,95,97,94,12
458,MFG,140.51,95,91,87,53
459,ICAD,140.47,95,97,85,34
460,SNFCA,140.39,95,93,93,71
461,GSHD,140.38,95,87,93,92
462,VZLA,140.36,95,88,71,94
463,KTOS,140.35,95,81,87,87
464,IAG,140.33,95,92,92,98
465,CMPO,140.32,95,97,97,99
466,MUFG,139.98,95,85,80,52
467,CEE,139.85,95,91,83,55
468,INUV,139.79,95,96,94,19
469,PAM,139.63,95,94,96,91
470,AGX,139.46,95,97,98,98
471,FRHC,139.32,95,96,94,86
472,NWG,139.32,95,93,91,93
473,MVIS,139.3,95,94,11,12
474,LPTH,139.27,95,96,98,48
475,DASH,139.27,95,94,91,93
476,RAYA,139.03,95,94,97,11
477,MRCY,138.96,95,88,87,84
478,IBEX,138.82,95,95,80,85
479,EQT,138.72,95,90,83,21
480,KTEC,138.64,95,93,83,89
481,PLMR,138.6,95,91,90,94
482,AXON,138.57,95,92,97,95
483,TRGP,138.57,95,94,93,93
484,ANGO,138.47,95,96,91,75
485,TLSA,138.47,95,33,74,96
486,ATSG,138.34,94,92,94,25
487,AR,138.24,94,90,77,27
488,MASS,137.94,94,8,2,5
489,VIRT,137.93,94,93,93,96
490,BOW,137.81,94,77,91,72
491,GRPN,137.78,94,56,19,10
492,OPK,137.55,94,87,80,61
493,CWEB,137.44,94,95,61,92
494,GANX,137.42,94,75,15,52
495,YPF,137.37,94,95,97,88
496,PYCR,137.24,94,93,86,14
497,GATE,137.17,94,41,55,37
498,KORE,137.13,94,30,4,32
499,UNM,137.03,94,90,92,78
500,SNCR,136.9,94,30,69,97
501,WPM,136.89,94,88,64,92
502,BCS,136.89,94,92,89,92
503,PW,136.89,94,86,93,13
504,VSTA,136.8,94,29,10,9
505,GEVO,136.79,94,96,96,98
506,EXEEW,136.76,94,91,90,23
507,NFG,136.74,94,90,70,64
508,VUZI,136.62,94,99,99,8
509,VGZ,136.61,94,88,66,97
510,AUMI,136.53,94,92,74,90
511,MWA,136.46,94,89,90,93
512,BBVA,136.34,94,89,27,78
513,CTBB,136.27,94,93,93,96
514,CLMB,136.27,94,95,96,97
515,SATS,136.26,94,96,89,96
516,ATAT,136.13,94,94,93,93
517,LSF,136.05,94,99,99,99
518,INMB,136.0,94,90,7,4
519,WILC,135.97,94,96,96,66
520,AREN,135.96,94,82,93,5
521,EXEL,135.95,94,94,92,73
522,LGTY,135.78,94,91,56,47
523,FOX,135.68,94,95,93,90
524,SANW,135.68,94,96,68,4
525,STRT,135.66,94,94,93,96
526,SSTI,135.58,94,68,20,10
527,ETR,135.54,94,93,91,88
528,IMAX,135.52,94,92,92,84
529,PM,135.52,94,93,84,88
530,VST,135.49,94,97,97,99
531,ESE,135.48,94,92,84,79
532,SENEA,135.45,94,92,91,70
533,LQDT,135.38,94,96,95,83
534,FOXA,135.31,94,95,92,91
535,LYG,135.19,94,90,36,88
536,LWAY,135.18,94,90,90,98
537,MLSS,135.18,94,94,88,93
538,GEL,134.9,94,38,14,53
539,PAAS,134.74,94,89,77,91
540,HALO,134.73,94,89,48,91
541,FINW,134.7,94,95,89,94
542,USCB,134.69,94,91,91,90
543,MIRM,134.55,94,95,88,88
544,GB,134.54,94,94,88,33
545,JD,134.53,94,94,85,94
546,ZH,134.45,94,94,46,33
547,SILO,134.28,94,54,10,15
548,UNG,134.17,94,94,28,15
549,NYAX,134.16,94,95,83,79
550,AGAE,134.04,94,59,7,77
551,MPW,134.04,94,79,12,89
552,FSM,134.01,94,50,42,91
553,SONY,133.98,94,93,82,74
554,G,133.96,94,93,85,78
555,LUCYW,133.96,94,82,13,5
556,T,133.91,94,93,85,87
557,CCU,133.77,94,78,54,24
558,FARO,133.75,94,90,92,49
559,RBLX,133.72,94,94,92,85
560,VALN,133.64,94,90,5,10
561,INTA,133.61,94,94,95,92
562,SHLD,133.6,94,83,73,68
563,AP,133.53,94,77,81,96
564,WDH,133.48,94,79,76,32
565,LARK,133.43,94,88,90,59
566,TSVT,133.43,94,8,10,71
567,EDN,133.41,94,96,98,94
568,CVNA,133.4,94,98,98,99
569,OKTA,133.36,94,77,36,13
570,CTDD,133.28,94,93,93,96
571,MLYS,133.15,94,10,76,62
572,FOSLL,133.14,94,84,69,46
573,AUST,133.13,94,79,86,84
574,TLSIW,133.13,94,81,14,77
575,RERE,133.07,94,93,93,82
576,ATLC,133.0,94,96,97,65
577,VSSYW,132.88,94,72,98,98
578,SGDM,132.67,94,87,53,89
579,MMM,132.53,94,92,86,96
580,LBRDA,132.48,94,87,81,80
581,MD,132.45,94,95,94,87
582,TCBX,132.43,93,93,95,92
583,EXEEZ,132.43,93,92,91,19
584,FXI,132.42,93,91,80,89
585,TAL,132.37,93,93,34,24
586,VSEC,132.36,93,80,89,65
587,QSG,132.31,93,34,32,20
588,GILD,132.27,93,94,84,72
589,TGS,132.27,93,93,95,89
590,BWAY,132.23,93,94,91,95
591,TMUS,132.05,93,93,87,88
592,LBRDK,131.96,93,88,83,80
593,UGI,131.94,93,92,79,41
594,QNCX,131.92,93,91,97,14
595,PRMB,131.87,93,95,94,93
596,ML,131.8,93,94,95,15
597,XMTR,131.66,93,93,98,84
598,DOCU,131.53,93,92,96,82
599,ITRN,131.49,93,95,77,30
600,NBN,131.49,93,94,94,94
601,NPCE,131.41,93,95,93,10
602,USM,131.34,93,93,90,88
603,WMB,131.29,93,89,90,79
604,NOK,131.27,93,89,81,83
605,CIB,131.15,93,90,43,47
606,FNV,131.09,93,84,37,52
607,SWIM,131.05,93,95,96,99
608,BRDG,131.01,93,90,53,87
609,RING,130.98,93,86,51,93
610,SKYX,130.89,93,96,26,10
611,GAMB,130.86,93,94,94,54
612,BZ,130.81,93,68,18,27
613,GATEU,130.79,93,66,60,38
614,FTNT,130.77,93,95,93,88
615,SQNS,130.76,93,69,94,96
616,AMLX,130.69,93,18,90,23
617,HURN,130.68,93,85,84,54
618,APEI,130.61,93,92,95,94
619,CXW,130.58,93,74,94,23
620,YUMC,130.43,93,82,89,77
621,SWTX,130.39,93,94,45,20
622,TTWO,130.35,93,90,84,29
623,BANL,130.23,93,50,77,8
624,UNL,130.12,93,91,34,18
625,IFS,130.08,93,87,85,78
626,VRSN,129.99,93,91,66,25
627,VICR,129.91,93,95,89,47
628,PEN,129.86,93,91,84,19
629,CHKP,129.8,93,91,75,88
630,DTM,129.7,93,90,94,89
631,DADA,129.66,93,88,15,17
632,APLD,129.65,93,96,88,93
633,OCX,129.64,93,28,12,38
634,MYO,129.62,93,94,96,95
635,KD,129.53,93,94,94,54
636,ELDN,129.44,93,95,97,91
637,NEUE,129.43,93,92,15,19
638,MT,129.36,93,77,23,38
639,BEKE,129.33,93,86,84,91
640,WELL,129.31,93,91,84,92
641,CCRD,129.3,93,95,95,28
642,HSBC,129.17,93,91,79,65
643,WVE,129.12,93,96,98,96
644,EZPW,129.08,93,87,81,61
645,CMCM,129.08,93,96,95,95
646,FET,129.07,93,78,13,13
647,LQDA,128.98,93,94,32,23
648,NB,128.93,93,86,8,22
649,HCI,128.86,93,84,79,91
650,BECN,128.82,93,87,80,26
651,DDL,128.81,93,96,98,98
652,BBIO,128.77,93,94,36,15
653,YHGJ,128.76,93,9,2,5
654,TXNM,128.69,93,90,84,59
655,NAMSW,128.68,93,21,98,96
656,KLTR,128.66,93,94,96,22
657,HEPS,128.65,93,96,97,89
658,NFLX,128.65,93,94,93,91
659,SMFG,128.62,93,86,85,70
660,INKT,128.6,93,91,5,10
661,LANV,128.59,93,84,85,15
662,CNO,128.48,93,88,86,89
663,FEIM,128.46,93,93,97,90
664,FEMY,128.45,93,94,29,17
665,GDX,128.45,93,84,45,91
666,CHWY,128.34,93,95,92,93
667,TKO,128.33,93,94,93,92
668,LUNR,128.31,93,98,99,99
669,ASLE,128.27,93,62,28,5
670,HRTG,128.26,93,81,86,99
671,VIAV,128.19,93,91,83,56
672,BAOS,128.12,93,92,8,18
673,OPCH,128.01,93,87,10,31
674,BOSC,128.0,93,93,81,27
675,CPRX,128.0,93,86,86,91
676,GSIB,127.99,93,88,82,77
677,BOF,127.98,93,95,55,96
678,VCSA,127.97,93,93,14,3
679,RAVE,127.96,93,86,92,26
680,ARGX,127.84,92,93,93,87
681,GDXJ,127.77,92,84,57,91
682,PTON,127.75,92,97,97,82
683,SLVP,127.73,92,82,53,93
684,EXLS,127.71,92,92,91,86
685,KMI,127.64,92,87,91,81
686,CQQQ,127.62,92,93,84,70
687,TIGO,127.61,92,86,68,94
688,AMPS,127.61,92,89,58,10
689,PTVE,127.6,92,93,92,35
690,XYLO,127.53,92,26,7,4
691,IPI,127.52,92,61,42,42
692,GDTC,127.46,92,92,86,6
693,HROW,127.42,92,91,97,99
694,LOGC,127.41,92,86,83,36
695,ICL,127.4,92,93,73,18
696,BLTE,127.37,92,40,92,76
697,LMB,127.37,92,90,95,97
698,AVAL,127.35,92,93,30,17
699,SLM,127.32,92,94,91,83
700,ETHD,127.3,92,11,3,83
701,GWRE,127.21,92,93,89,96
702,BDMD,127.2,92,27,0,32
703,BTSGU,127.2,92,92,91,89
704,AWX,127.08,92,92,92,84
705,CLBT,127.04,92,90,96,97
706,IROQ,126.96,92,91,90,86
707,QD,126.95,92,93,92,22
708,CSLR,126.94,92,36,87,99
709,ENVA,126.9,92,92,93,94
710,PLNT,126.72,92,88,91,90
711,RPRX,126.71,92,88,23,38
712,NYC,126.7,92,90,61,54
713,BHF,126.68,92,90,58,21
714,CRSR,126.58,92,94,10,5
715,FFIV,126.56,92,94,90,89
716,NET,126.56,92,97,90,38
717,HG,126.55,92,55,83,90
718,EPSN,126.54,92,81,71,47
719,BJ,126.52,92,89,85,47
720,AAOI,126.46,92,97,98,92
721,GE,126.46,92,90,79,95
722,MTEK,126.46,92,96,99,96
723,MCHI,126.44,92,89,72,84
724,OSIS,126.44,92,93,88,57
725,AMPG,126.4,92,97,98,5
726,EBTC,126.4,92,94,93,81
727,AVPT,126.4,92,96,97,93
728,SLNHP,126.39,92,90,97,98
729,LINK,126.31,92,91,90,6
730,TFPM,126.23,92,80,46,77
731,AXIL,126.23,92,96,6,3
732,LOMA,126.2,92,93,95,90
733,EHTH,126.18,92,98,96,9
734,CGRO,126.14,92,88,78,83
735,MDGL,126.11,92,90,90,20
736,IBKR,126.11,92,96,95,91
737,SJT,126.08,92,87,20,12
738,CCSI,126.0,92,90,87,87
739,SKWD,125.94,92,88,91,84
740,ARGT,125.92,92,92,92,91
741,LSBK,125.9,92,91,69,82
742,EQH,125.89,92,89,84,82
743,EPRX,125.77,92,88,80,21
744,PPIH,125.77,92,93,92,95
745,AIFF,125.76,92,97,3,3
746,LGL,125.62,92,86,63,49
747,RUM,125.6,92,95,98,23
748,FCAP,125.43,92,84,33,88
749,GCMG,125.43,92,92,83,87
