Ticker,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Rank
IVT,525.17,99,99,99,99,1
RYTM,381.39,99,99,1,22,2
TCRT,374.06,99,99,26,5,3
COGT,286.63,99,99,96,17,4
TH,286.08,99,99,98,99,5
HPKEW,266.36,99,99,99,99,6
CPRX,251.05,99,99,85,95,7
VRNA,248.88,99,99,52,24,8
DAWN,243.12,99,99,88,8,9
SGML,235.63,99,99,99,98,10
BPT,235.41,99,99,99,99,11
TMDX,234.89,99,99,94,24,12
NERV,231.34,99,7,6,7,13
TRMD,230.03,99,99,98,68,14
AXSM,227.52,99,98,20,26,15
ALT,225.39,99,99,91,10,16
PLRX,222.96,99,99,12,3,17
TRVI,222.53,99,99,98,95,18
LNTH,221.59,99,99,99,99,19
ATXS,220.39,99,48,3,28,20
STNG,218.18,99,99,99,90,21
GERN,216.5,99,98,91,20,22
TCTM,212.98,99,99,96,10,23
ASC,211.5,99,99,99,89,24
CNR,211.01,99,99,99,99,25
JAKK,209.15,99,98,76,96,26
SRTS,204.96,99,99,97,99,27
HUDI,204.35,99,96,99,99,28
IMCR,201.6,99,99,82,18,29
SXTC,198.93,99,99,99,0,30
EXEEL,197.45,99,99,99,99,31
DYN,197.1,99,98,5,11,32
TUSK,196.75,99,99,90,20,33
XTKG,194.64,99,99,99,1,34
BELFB,193.7,99,98,91,95,35
OPTN,193.44,99,98,94,61,36
ARLP,193.29,99,99,99,98,37
TEN,192.8,99,98,96,82,38
PBF,191.65,99,99,99,98,39
EPOW,190.08,99,89,93,6,40
GIFT,189.47,99,3,98,0,41
XHG,189.32,99,99,13,5,42
NFE,189.12,99,99,97,77,43
ADMA,188.72,99,97,97,89,44
TNK,188.34,99,99,98,75,45
EXEEZ,187.73,99,99,99,99,46
VERV,187.09,99,98,5,11,47
VET,185.25,99,99,99,99,48
HNRG,185.11,99,99,99,98,49
QVCGB,183.89,99,95,13,8,50
GLNG,183.46,99,98,98,98,51
CEG,182.89,99,98,95,92,52
GOSS,182.88,99,98,20,42,53
CLFD,181.84,99,99,93,97,54
FSLR,181.46,99,97,29,34,55
MTR,181.33,99,98,99,97,56
HHS,181.13,99,99,97,91,57
EXEEW,180.46,99,98,99,99,58
EQT,177.8,99,98,99,96,59
ENPH,177.68,99,99,91,79,60
INSW,176.85,99,97,97,62,61
BCAB,176.03,99,97,1,0,62
RCMT,175.32,99,99,99,97,63
IRTC,175.27,99,98,97,98,64
CRK,175.27,99,98,99,95,65
NEXT,175.07,99,99,99,96,66
BELFA,175.01,99,98,97,95,67
EDU,174.94,99,99,87,2,68
SIGA,174.31,99,99,97,74,69
PRVA,174.17,99,98,84,47,70
MNTK,174.01,99,97,95,83,71
VIGL,173.65,99,98,1,25,72
VYGR,173.55,99,98,94,99,73
TTT,172.95,99,95,99,92,74
AACG,172.87,99,94,18,14,75
CRDB,172.75,99,99,96,97,76
GDXD,172.69,99,77,86,4,77
PTCT,172.4,99,97,21,30,78
TMV,172.36,98,95,99,92,79
CMBT,172.31,98,98,96,93,80
AMR,172.23,98,99,99,99,81
VRDN,171.78,98,81,17,91,82
MRSN,171.54,98,98,11,6,83
HRB,171.35,98,98,97,86,84
KNW,171.18,98,92,20,24,85
CELH,170.01,98,98,79,36,86
AMLX,169.87,98,99,19,94,87
AR,169.07,98,99,99,99,88
KGEI,168.12,98,99,99,99,89
PBT,168.04,98,99,99,99,90
RLMD,166.63,98,97,23,54,91
OXY,166.03,98,98,98,99,92
OPXS,164.82,98,56,85,94,93
SQM,164.69,98,98,98,97,94
AREC,164.31,98,98,27,49,95
SRPT,164.25,98,98,47,45,96
OBE,164.24,98,98,99,99,97
APLS,162.14,98,98,77,79,98
YPF,162.07,98,31,50,69,99
VALU,161.79,98,98,97,99,100
DRCT,161.57,98,69,10,16,101
MIST,161.41,98,89,84,25,102
ULH,161.31,98,99,97,86,103
DUST,160.99,98,90,91,11,104
NVCT,160.97,98,97,99,99,105
GYRE,160.88,98,99,96,1,106
NCNA,160.75,98,96,7,2,107
MAXN,160.58,98,98,42,16,108
QRHC,160.34,98,18,15,93,109
MUSA,160.31,98,97,97,92,110
YTRA,160.0,98,97,93,21,111
VIST,159.96,98,96,98,99,112
UAN,159.84,98,96,98,99,113
NSSC,159.72,98,96,72,74,114
CYTK,159.56,98,97,96,94,115
AVDL,159.42,98,95,2,37,116
VERU,159.28,98,98,99,12,117
SMCI,158.84,98,97,95,84,118
ARRY,158.55,98,99,53,14,119
KRUS,158.23,98,99,47,90,120
CECO,158.17,98,98,90,24,121
XENE,158.16,98,97,95,97,122
LQDA,158.0,98,96,90,99,123
CAPR,157.78,98,94,78,86,124
UNL,157.54,98,98,99,98,125
NVNO,157.5,98,90,14,19,126
CVI,157.48,98,98,99,95,127
INLX,157.3,98,31,37,69,128
FLNG,157.16,98,98,97,98,129
PI,157.13,98,98,42,68,130
ARDX,157.0,98,89,5,9,131
CF,156.41,98,97,97,98,132
TDW,156.35,98,94,98,99,133
DGII,156.25,98,98,92,48,134
JDST,156.03,98,81,94,14,135
SJT,155.79,98,99,99,95,136
UNG,155.46,98,98,99,97,137
HDSN,155.4,98,99,99,99,138
DWTX,155.3,98,98,45,73,139
DSGN,155.22,98,99,23,44,140
ASRT,154.79,98,99,99,98,141
ATNM,154.73,98,53,46,15,142
TTNP,154.65,98,97,4,11,143
ALNY,154.58,98,98,30,43,144
RLAY,154.51,98,45,8,21,145
BOIL,154.34,98,98,99,98,146
SMR,154.23,98,97,81,67,147
PRCT,154.19,98,97,85,57,148
STKL,154.16,98,97,92,9,149
COCO,154.14,98,81,89,20,150
NAT,153.61,98,94,65,22,151
ZSL,153.59,98,86,96,20,152
FRO,153.39,98,97,93,89,153
GCBC,153.34,98,95,96,97,154
ELF,152.52,98,96,71,30,155
BORR,152.51,98,98,99,98,156
MCK,152.46,97,96,96,96,157
EDZ,152.44,97,94,97,93,158
FPAY,152.39,97,13,10,10,159
ATI,151.99,97,96,95,97,160
APDN,151.98,97,99,1,2,161
TE,151.94,97,95,24,54,162
ASLE,151.87,97,96,77,88,163
YCS,151.57,97,94,97,88,164
MGPI,151.34,97,96,96,90,165
LEU,151.27,97,98,53,76,166
PAYS,151.26,97,91,18,71,167
ELA,150.91,97,99,97,59,168
CAAS,150.78,97,38,73,27,169
SNDX,150.75,97,98,63,27,170
BTCT,150.29,97,99,99,5,171
STEM,150.06,97,97,12,3,172
CALM,149.91,97,93,93,95,173
ELVA,149.62,97,94,11,17,174
TBT,149.49,97,93,98,89,175
IMTX,149.49,97,97,50,9,176
WEBS,149.4,97,90,99,97,177
FTLF,148.98,97,94,80,86,178
EVH,148.48,97,96,90,95,179
OMER,148.11,97,98,0,10,180
AMPY,147.96,97,96,99,98,181
CRT,147.87,97,94,97,96,182
SOHOB,147.59,97,92,76,78,183
ESOA,147.46,97,82,92,94,184
DIG,147.27,97,96,99,99,185
PRPH,147.12,97,98,98,82,186
CAPS,147.08,97,95,97,98,187
LGHL,146.92,97,91,25,16,188
DVN,146.67,97,95,99,99,189
SBR,146.39,97,97,99,97,190
YGMZ,146.32,97,97,35,15,191
LNG,146.26,97,96,95,97,192
GNE,146.24,97,98,96,87,193
PHAR,146.21,97,92,42,35,194
CLMT,146.18,97,97,96,99,195
AXDX,146.18,97,97,0,1,196
AVTE,146.11,97,99,35,37,197
CEPU,145.92,97,87,79,96,198
DHT,145.82,97,96,85,61,199
RIME,145.64,97,92,90,6,200
CAH,145.63,97,92,81,82,201
RTC,145.52,97,96,20,22,202
VTYX,145.46,97,86,59,11,203
AEHR,145.23,97,99,94,99,204
MIRM,145.21,97,96,93,96,205
KEQU,144.88,97,96,89,90,206
ACET,144.71,97,98,89,97,207
LPLA,144.64,97,96,95,91,208
NRP,144.48,97,94,98,98,209
BMEA,144.41,97,99,90,6,210
SCWO,144.35,97,89,94,99,211
ERX,144.0,97,95,99,99,212
BWEN,143.96,97,92,19,17,213
HPK,143.92,97,91,99,99,214
COMM,143.87,97,90,20,11,215
CWCO,143.84,97,96,95,31,216
JOB,143.81,97,77,91,57,217
COE,143.73,97,88,25,8,218
MXC,143.69,97,98,99,99,219
UFPT,143.61,97,95,96,77,220
BLUE,143.44,97,87,14,3,221
FEDU,143.37,97,95,19,8,222
MOD,143.29,97,98,89,19,223
EWV,143.11,97,89,97,91,224
LXU,142.81,97,94,99,99,225
KOS,142.63,97,98,99,99,226
PFIX,142.54,97,84,98,87,227
BANF,142.32,97,98,97,93,228
TAL,142.26,97,94,95,2,229
TSSI,142.22,97,79,63,36,230
DINO,142.07,97,96,98,86,231
CCRN,142.06,97,92,50,89,232
CDRE,142.02,97,96,88,98,233
ALDX,141.85,96,99,14,9,234
SHLS,141.43,96,98,27,16,235
