Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Sell Date,Holding Duration,Profit
CQP, 30.83B,2025-01-02,  54.92$,  1.73,  1.65,12,7,  1.05,  1.12,  1.14,  1.06,  1.08,  1.02,  1.02,N/A,N/A,N/A
YPF, 17.89B,2025-01-02,  44.60$,  3.86,  1.77,10,13,  1.26,  1.70,  1.79,  1.35,  1.42,  1.05,  1.12,N/A,N/A,N/A
