Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Beta,Sell Date,Holding Duration,Profit
FWONK, 22.02B,2025-02-27,  91.92$,  2.67,  3.56,1,165,  0.97,  1.08,  1.12,  1.12,  1.16,  1.04,  1.04,1.05,2025-03-03,4,1.8930%
HEI, 32.59B,2025-02-27, 259.02$,  5.41,  2.72,47,33,  1.10,  1.04,  1.07,  0.95,  0.97,  1.03,  1.01,1.261,2025-03-11,12,-2.2817%
LBRDK, 12.69B,2025-02-27,  81.21$,  1.55,  1.60,3,18,  1.04,  1.07,  1.16,  1.03,  1.12,  1.08,  1.05,1.061,2025-03-11,12,-0.0369%
ONC, 28.48B,2025-02-27, 278.38$,  4.81,  2.88,803,52,  1.33,  1.37,  1.46,  1.03,  1.09,  1.06,  1.05,0.654,2025-03-03,4,-11.8004%
AVERAGE,,,,,,,,,,,,,,,,,8.00,-3.0565% (-75.7389%)
