Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Beta,Sell Date,Holding Duration,Profit
CHKP, 25.07B,2025-03-06, 223.48$,  1.56,  1.70,3650,24,  1.10,  1.16,  1.21,  1.05,  1.09,  1.04,  1.04,0.619,2025-03-12,6,-2.4566%
FAST, 44.57B,2025-03-06,  77.85$,  2.30,  1.55,54,4,  1.05,  1.06,  1.09,  1.00,  1.04,  1.03,  1.01,1.04,2025-03-12,6,-2.3892%
AVERAGE,,,,,,,,,,,,,,,,,6.00,-2.4229% (-77.5096%)
