Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Sell Date,Holding Duration,Profit
BAM, 82.13B,2025-01-24,  59.49$,  1.77,  1.83,3650,8,  1.07,  1.26,  1.32,  1.17,  1.23,  1.05,  1.04,N/A,N/A,N/A
CIB, 10.66B,2025-01-24,  35.67$,  3.48,  3.82,3650,538,  1.10,  1.11,  1.11,  1.01,  1.01,  1.00,  1.00,N/A,N/A,N/A
EWBC, 12.69B,2025-01-24, 102.33$,  1.78,  2.56,1,21,  1.01,  1.16,  1.21,  1.15,  1.20,  1.05,  1.03,N/A,N/A,N/A
IBKR, 73.51B,2025-01-24, 218.72$,  4.44,  2.87,3650,256,  1.19,  1.47,  1.55,  1.24,  1.30,  1.05,  1.06,N/A,N/A,N/A
