Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Beta,Sell Date,Holding Duration,Profit
AU, 18.22B,2025-02-19,  30.39$,  3.55,  1.76,1,38,  1.14,  1.12,  1.16,  0.98,  1.01,  1.03,  1.03,0.924,2025-02-20,1,3.1260%
CFG, 18.36B,2025-02-19,  47.39$,  2.43,  1.60,7,38,  1.04,  1.10,  1.16,  1.06,  1.12,  1.05,  1.04,1.324,2025-02-20,1,-2.5533%
DGX, 18.49B,2025-02-19, 171.75$,  1.67,  1.64,3650,12,  1.10,  1.12,  1.15,  1.02,  1.05,  1.03,  1.02,0.919,2025-02-27,8,-0.1164%
FOXA, 24.08B,2025-02-19,  57.18$,  1.78,  2.35,3650,38,  1.15,  1.30,  1.38,  1.13,  1.20,  1.06,  1.06,0.679,2025-02-27,8,-1.8188%
GRMN, 41.74B,2025-02-19, 241.93$,  1.62,  3.67,3650,232,  1.13,  1.27,  1.32,  1.12,  1.16,  1.04,  1.05,0.974,2025-02-21,2,-7.1178%
JLL, 12.06B,2025-02-19, 279.27$,  1.82,  1.83,1,1,  1.05,  1.07,  1.14,  1.02,  1.09,  1.06,  1.04,1.36,2025-02-20,1,-2.5030%
UTHR, 13.96B,2025-02-19, 380.78$,  2.00,  1.75,63,4,  1.05,  1.07,  1.12,  1.02,  1.07,  1.05,  1.04,0.639,2025-02-21,2,-5.1683%
WAB, 32.07B,2025-02-19, 193.07$,  2.88,  1.53,3,2,  0.97,  1.05,  1.08,  1.08,  1.11,  1.03,  1.03,1.307,2025-02-20,1,-0.6267%
AVERAGE,,,,,,,,,,,,,,,,,3.00,-2.0973% (-92.4138%)
