Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Sell Date,Holding Duration,Profit
ACM, 12.53B,2025-01-13, 108.47$,  2.62,  1.55,16,13,  0.98,  1.09,  1.11,  1.10,  1.13,  1.02,  1.02,N/A,N/A,N/A
ALNY, 35.39B,2025-01-13, 258.27$,  7.07,  1.57,39,13,  1.03,  1.02,  1.14,  1.00,  1.11,  1.11,  1.05,N/A,N/A,N/A
APD, 65.43B,2025-01-13, 301.74$,  2.65,  1.73,16,1,  0.98,  1.05,  1.09,  1.07,  1.11,  1.04,  1.03,N/A,N/A,N/A
ARGX, 36.19B,2025-01-13, 670.40$,  1.76,  1.57,3650,16,  1.10,  1.26,  1.35,  1.14,  1.23,  1.08,  1.06,N/A,N/A,N/A
AS, 15.21B,2025-01-13,  29.10$,  2.06,  1.92,1,19,  1.19,  1.66,  1.72,  1.40,  1.45,  1.04,  1.09,N/A,N/A,N/A
CF, 12.76B,2025-01-13,  94.91$,  4.47,  1.82,524,13,  1.10,  1.18,  1.19,  1.07,  1.08,  1.01,  1.01,N/A,N/A,N/A
COF, 68.73B,2025-01-13, 179.79$,  2.40,  1.60,3,1,  0.99,  1.16,  1.19,  1.16,  1.19,  1.03,  1.03,N/A,N/A,N/A
RYAN, 18.92B,2025-01-13,  64.91$,  4.84,  2.16,16,1,  0.95,  1.01,  1.05,  1.06,  1.11,  1.05,  1.02,N/A,N/A,N/A
