Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Sell Date,Holding Duration,Profit
BJ, 14.55B,2025-01-10,  96.57$,  3.68,  1.90,15,31,  1.05,  1.10,  1.13,  1.05,  1.08,  1.03,  1.03,N/A,N/A,N/A
CEG, 71.08B,2025-01-10, 304.62$,  7.26,  4.47,3650,76,  1.26,  1.37,  1.41,  1.08,  1.11,  1.03,  1.04,N/A,N/A,N/A
DAL, 31.32B,2025-01-10,  66.79$,  2.70,  3.25,3650,126,  1.09,  1.31,  1.32,  1.20,  1.22,  1.01,  1.04,N/A,N/A,N/A
EXEL, 10.55B,2025-01-10,  36.02$,  4.91,  1.55,16,12,  1.04,  1.28,  1.35,  1.23,  1.30,  1.05,  1.05,N/A,N/A,N/A
FTAI, 11.77B,2025-01-10, 173.50$,  2.92,  2.05,32,6,  1.16,  1.38,  1.53,  1.19,  1.33,  1.12,  1.09,N/A,N/A,N/A
ITCI, 14.03B,2025-01-10,  94.87$,  8.79,  7.37,3650,134,  1.11,  1.22,  1.25,  1.09,  1.13,  1.03,  1.02,N/A,N/A,N/A
