Ticker,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Rank
AMR,408.51,99,99,99,99,1
NTRBW,404.45,99,99,92,86,2
DTST,388.3,99,99,99,99,3
INDO,374.96,99,99,8,8,4
SANG,366.77,99,99,99,76,5
BPT,366.3,99,99,98,91,6
KGEI,359.64,99,98,61,90,7
LXU,343.6,99,99,99,99,8
HPKEW,332.75,99,99,99,90,9
HUDI,331.21,99,99,99,97,10
HYMCL,322.2,99,23,0,0,11
DJT,304.5,99,99,99,34,12
BTU,303.31,99,99,99,99,13
OBE,282.82,99,99,99,99,14
PECO,279.75,99,99,99,99,15
IPI,275.8,99,99,94,97,16
BTCS,272.08,99,99,99,99,17
RCMT,269.4,99,97,99,98,18
SQFTP,266.23,99,99,99,99,19
SST,261.81,99,98,43,24,20
TRVI,242.03,99,84,3,1,21
BOIL,239.92,99,96,25,97,22
LNTH,239.4,99,99,92,80,23
SGML,238.43,99,98,99,99,24
HYMC,238.0,99,89,0,1,25
NRT,235.95,99,99,99,98,26
SD,234.63,99,99,99,99,27
EP,233.16,99,99,99,99,28
EXEEL,232.76,99,98,98,93,29
VYGR,231.44,99,98,11,18,30
SCWO,228.01,99,99,99,98,31
NEXT,226.45,99,95,25,74,32
EXEEZ,225.13,99,99,98,94,33
CAR,224.6,99,99,99,99,34
KOS,223.56,99,99,97,98,35
DOGZ,223.31,99,98,95,97,36
AR,218.06,99,99,98,99,37
EXEEW,217.8,99,98,98,92,38
EGY,216.9,99,99,97,96,39
VALU,214.9,99,98,98,39,40
UAN,214.08,99,99,99,99,41
BTE,212.18,99,99,99,99,42
CRK,207.29,99,93,96,96,43
VET,207.2,99,99,99,97,44
RES,204.9,99,99,88,91,45
PDS,204.53,99,99,90,97,46
CNR,204.49,99,99,98,99,47
BCTX,203.38,99,96,98,97,48
MOS,202.23,99,98,90,94,49
BORR,201.99,99,98,82,95,50
BGI,201.75,99,96,99,98,51
FRGE,201.61,99,65,47,28,52
HDSN,199.47,99,99,98,97,53
