Ticker,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Rank
WHLRL,578.65,99,97,89,55,1
MNPR,572.91,99,99,99,93,2
HAO,530.24,99,99,0,0,3
JL,530.16,99,99,99,3,4
IDAI,521.86,99,99,47,1,5
TSSI,520.04,99,99,99,99,6
MYNZ,515.66,99,99,99,1,7
CTM,509.67,99,99,92,12,8
GRRR,504.8,99,99,98,24,9
PSIX,504.71,99,99,99,99,10
KC,484.66,99,99,99,8,11
KULR,483.4,99,99,99,11,12
OMH,479.4,99,8,6,4,13
BCTX,472.47,99,99,6,2,14
SXTC,466.02,99,4,2,2,15
DATSW,464.63,99,99,83,89,16
LX,453.62,99,99,99,23,17
LIDRW,443.23,99,99,98,11,18
YOSH,441.6,99,99,11,94,19
KNW,427.34,99,1,3,4,20
WLGS,424.64,99,99,99,98,21
VNET,406.89,99,99,94,95,22
NUTX,392.05,99,99,98,99,23
AMBR,384.03,99,99,99,95,24
MNDR,381.35,99,5,0,1,25
STIM,375.74,99,99,17,3,26
JYD,363.32,99,99,97,12,27
XCUR,362.53,99,99,99,97,28
RETO,355.15,99,1,5,5,29
HSAI,351.55,99,99,99,10,30
PDYN,345.94,99,99,98,96,31
OCFT,339.1,99,98,90,7,32
AZ,337.85,99,98,99,93,33
DBVT,332.03,99,99,99,4,34
PTIR,329.01,99,99,99,95,35
LXEH,321.69,99,99,6,3,36
KUKE,320.92,99,4,2,7,37
UAMY,319.13,99,99,99,99,38
GV,316.92,99,16,17,44,39
LAES,309.56,99,99,99,2,40
WGS,309.25,99,99,99,99,41
NTRBW,302.32,99,98,98,99,42
LNSR,301.8,99,97,97,87,43
RCAT,295.18,99,99,99,99,44
MTC,294.45,99,99,4,3,45
CPIX,292.57,99,99,91,10,46
REBN,291.68,99,99,3,29,47
LTBR,290.18,99,99,96,13,48
INOD,287.99,99,99,99,97,49
PULM,287.28,99,99,99,63,50
GDS,284.45,99,99,96,99,51
JFBR,283.8,99,99,99,10,52
ROOT,281.07,99,99,99,98,53
CURI,280.85,99,98,97,99,54
ASTS,279.69,99,99,99,99,55
CNL,279.26,99,97,89,84,56
MFH,278.93,99,99,99,11,57
MEGL,276.7,99,99,17,7,58
UMAC,272.96,99,99,99,16,59
AGFY,270.68,99,99,99,3,60
NNE,270.09,99,99,99,98,61
CNVS,269.0,99,99,99,11,62
VRNA,267.54,99,99,97,98,63
BABX,266.06,99,97,61,89,64
MVST,264.63,99,99,98,2,65
GMM,262.48,99,99,99,8,66
EOSE,260.01,99,99,99,98,67
ETON,258.56,99,99,99,95,68
NEON,257.66,99,99,99,99,69
DOMH,255.63,99,99,10,20,70
TMQ,254.26,99,98,98,40,71
XNET,252.71,99,97,87,21,72
TOI,249.13,99,98,2,2,73
YHC,248.98,99,79,95,2,74
XYF,246.88,99,98,97,81,75
RKLB,246.39,99,99,99,97,76
IBIO,245.71,99,98,94,30,77
PRCH,244.96,99,98,98,29,78
GATEW,243.72,99,90,80,95,79
XTKG,242.85,99,98,97,1,80
OKLO,242.4,99,99,98,13,81
RPID,241.64,99,99,80,23,82
APP,241.6,99,99,99,99,83
CYD,239.75,99,93,21,93,84
CLOV,238.29,99,98,98,99,85
JG,233.77,99,99,97,98,86
SVRE,233.57,99,0,0,1,87
SRRK,233.54,99,98,99,18,88
