Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Beta,Sell Date,Holding Duration,Profit
CCEP, 39.66B,2025-02-14,  84.90$,  2.54,  1.71,3650,21,  1.10,  1.11,  1.13,  1.01,  1.03,  1.01,  1.02,0.791,2025-02-27,13,1.4370%
EQH, 16.64B,2025-02-14,  55.08$,  2.47,  1.80,3650,6,  1.11,  1.22,  1.26,  1.10,  1.14,  1.03,  1.04,1.387,2025-02-20,6,-2.4873%
FLUT, 42.06B,2025-02-14, 298.81$,  2.87,  2.52,3650,85,  1.12,  1.25,  1.32,  1.12,  1.17,  1.05,  1.04,1.258,2025-02-21,7,-8.7681%
HWM, 54.33B,2025-02-14, 133.42$,  3.41,  1.81,3650,1,  1.12,  1.27,  1.35,  1.13,  1.20,  1.06,  1.07,1.369,2025-02-21,7,-2.6908%
PCOR, 10.49B,2025-02-14,  87.50$,  7.37,  2.62,799,48,  1.12,  1.28,  1.29,  1.14,  1.15,  1.00,  1.00,0.851,2025-02-24,10,-8.0800%
PPC, 12.62B,2025-02-14,  53.88$,  1.89,  2.40,3650,36,  1.13,  1.17,  1.23,  1.04,  1.09,  1.05,  1.03,0.716,2025-03-05,19,-0.9280%
AVERAGE,,,,,,,,,,,,,,,,,10.33,-3.5862% (-72.4731%)
