Rank,Ticker,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
451,IAG,131.51,95,94,49,70
452,ACIC,131.38,95,97,99,99
453,INBK,131.36,95,95,96,80
454,BPMC,131.33,95,95,96,95
455,EBS,131.29,95,9,22,1
456,EXFY,131.24,95,95,97,62
457,APH,131.18,95,92,88,79
458,KEX,131.15,95,94,76,44
459,FUTU,131.13,95,89,53,51
460,BEDU,131.07,95,93,91,15
461,FTLF,131.0,95,92,84,83
462,EDUC,131.0,95,93,95,4
463,JNUG,130.89,95,88,7,64
464,TECL,130.76,95,91,96,97
465,YRD,130.72,95,97,97,96
466,TT,130.71,95,94,92,89
467,EU,130.68,95,94,93,97
468,SNAL,130.46,95,98,97,13
469,MIR,130.45,95,65,81,95
470,TNK,130.45,95,85,85,92
471,GLBS,130.39,95,91,97,99
472,TSM,130.07,95,92,90,71
473,PACK,129.98,95,96,42,15
474,MRX,129.97,95,95,94,91
475,HOOK,129.89,95,84,75,9
476,PAAS,129.88,95,89,11,38
477,AIHS,129.87,95,96,98,4
478,LPG,129.86,95,92,87,98
479,AA,129.74,95,84,15,11
480,CRDO,129.66,95,98,99,96
481,HWKN,129.61,95,93,88,91
482,ELVN,129.57,95,63,59,66
483,GKOS,129.57,95,93,94,74
484,PRMB,129.55,95,91,72,37
485,ETN,129.47,94,95,92,88
486,ANET,129.47,94,92,94,95
487,LWAY,129.46,94,99,89,98
488,NISN,129.36,94,98,89,35
489,IGC,129.35,94,94,62,30
490,CMRE,129.33,94,83,83,62
491,GEO,129.27,94,96,92,91
492,DNN,129.26,94,92,88,96
493,LRMR,129.25,94,96,99,22
494,UTI,129.19,94,96,96,97
495,NTIC,129.1,94,93,81,20
496,REX,128.95,94,95,80,96
497,TQQQ,128.95,94,92,96,96
498,EGO,128.91,94,92,24,96
499,SVM,128.86,94,92,16,57
500,SNDL,128.71,94,93,20,14
501,KULR,128.55,94,95,1,2
502,NSSC,128.25,94,94,94,77
503,GSL,128.06,94,77,67,38
504,ACR,128.01,94,95,90,20
505,TIGO,127.99,94,85,55,67
506,TBCH,127.94,94,92,51,85
507,WAY,127.78,94,96,95,94
508,OCS,127.72,94,96,93,72
509,MLR,127.72,94,90,86,90
510,NTAP,127.7,94,91,83,93
511,FLEX,127.69,94,95,93,56
512,DECK,127.65,94,92,96,96
513,SCVL,127.64,94,92,92,56
514,GTE,127.61,94,92,14,22
515,PSHG,127.6,94,96,80,97
516,KPLT,127.56,94,12,57,9
517,SLG,127.5,94,95,92,72
518,SOUN,127.47,94,97,99,97
519,MTZ,127.47,94,82,36,7
520,TDS,127.45,94,85,75,98
521,VFF,127.43,94,97,25,21
522,SANG,127.13,94,93,80,11
523,RCKY,127.04,94,86,88,95
524,ACTG,126.93,94,89,49,25
525,BWIN,126.88,94,75,88,9
526,EXEEL,126.83,94,91,87,32
527,BGC,126.79,94,94,90,95
528,MARA,126.74,94,94,99,95
529,COHR,126.68,94,91,94,33
530,CLW,126.66,94,83,67,34
531,AVGO,126.66,94,94,95,93
532,VSTM,126.65,94,85,96,23
533,PAHC,126.6,94,35,59,10
534,YMAB,126.59,94,98,99,90
535,WAB,126.53,94,93,88,78
536,SNAP,126.51,94,31,36,94
537,NGVC,126.46,94,88,82,95
538,SMH,126.35,94,92,92,89
539,EE,126.32,94,93,96,93
540,BTSG,126.28,94,94,93,95
541,RCL,126.12,94,95,91,94
542,ITRI,126.06,94,94,93,74
543,SCSC,126.05,94,89,91,70
544,BELFA,126.03,94,94,85,92
545,LDOS,125.95,94,91,89,81
546,TKC,125.93,94,88,72,76
547,CAPR,125.91,94,92,71,6
548,PRDO,125.91,94,83,79,89
549,FRO,125.9,94,87,83,91
550,TEN,125.87,94,85,79,45
551,TSLQ,125.87,94,99,24,6
552,ACMR,125.77,94,98,98,95
553,CHCI,125.64,94,93,52,57
554,NFLU,125.59,94,95,95,47
555,SIGA,125.57,94,96,31,33
556,LCUT,125.57,94,96,95,43
557,AROC,125.54,94,95,94,94
558,NEWP,125.48,94,83,2,17
559,LLYVA,125.46,94,97,96,94
560,VHI,125.33,94,42,23,20
561,GDMN,125.3,94,91,39,96
562,FAS,125.3,94,94,94,50
563,INLX,125.29,94,96,98,78
564,CVLT,125.28,94,92,92,80
565,WWD,125.26,94,88,82,90
566,RYAM,125.21,94,25,19,11
567,ELF,125.15,94,94,97,94
568,YPF,124.81,94,94,85,96
569,PEV,124.74,94,9,4,10
570,LRN,124.71,94,92,86,96
571,TPB,124.62,94,83,62,39
572,NL,124.58,94,94,19,22
573,TER,124.55,94,70,45,25
574,IMMR,124.53,94,54,31,24
575,BWLP,124.4,94,88,74,97
576,DASH,124.33,94,91,94,93
577,LLYVK,124.29,94,96,96,94
578,TVGN,124.27,94,84,88,1
579,STNG,124.2,94,89,86,71
580,LGCY,124.19,94,95,98,77
581,UEIC,124.08,94,50,32,12
582,KLAC,124.08,94,93,92,91
583,GVA,123.92,93,92,83,85
584,DERM,123.86,93,87,17,95
585,KALU,123.83,93,91,62,13
586,EML,123.74,93,96,90,33
587,KDLY,123.7,93,94,5,2
588,BKD,123.68,93,95,92,96
589,ICCM,123.62,93,97,93,15
590,PZG,123.57,93,90,43,92
591,GYRE,123.48,93,98,99,99
592,WEBL,123.42,93,94,97,91
593,DB,123.41,93,95,76,83
594,VZLA,123.38,93,86,65,96
595,ODC,123.36,93,83,93,93
596,BE,123.31,93,8,5,20
597,AYTU,123.31,93,84,92,73
598,SB,123.26,93,93,90,89
599,IMMP,123.24,93,91,85,50
600,WLFC,123.19,93,67,58,48
601,NUGT,123.16,93,87,8,64
602,UPRO,122.84,93,91,94,84
603,SPXL,122.83,93,91,94,84
604,VEL,122.62,93,93,91,96
605,GFF,122.54,93,96,96,91
606,CSWI,122.46,93,92,92,87
607,DCGO,122.41,93,89,70,23
608,CRUS,122.4,93,76,67,26
609,LQDA,122.38,93,95,97,67
610,LEVI,122.35,93,93,81,62
611,KTB,122.34,93,87,82,90
612,TROX,122.27,93,92,71,27
613,RAYA,122.2,93,93,97,14
614,BCS,122.14,93,93,74,28
615,CCJ,122.08,93,92,81,97
616,SLVP,122.06,93,88,13,55
617,HCC,122.04,93,94,90,96
618,CMG,122.03,93,95,91,91
619,VVOS,121.95,93,96,50,22
620,EPIX,121.93,93,95,98,98
621,AYI,121.92,93,92,93,61
622,GNK,121.91,93,92,90,65
623,KTEC,121.86,93,93,80,93
624,TGLS,121.84,93,91,88,29
625,ASMB,121.81,93,84,80,7
626,BOOT,121.72,93,93,81,30
627,FCX,121.64,93,89,34,28
628,ELUT,121.42,93,93,97,96
629,INSW,121.41,93,83,80,66
630,STG,121.38,93,80,95,97
631,RVMD,121.32,93,94,81,18
632,AIRG,121.32,93,92,56,3
633,GRMN,121.25,93,91,86,90
634,HYMC,121.21,93,91,7,5
635,LPX,121.16,93,85,83,38
636,BOW,121.13,93,71,91,85
637,HL,121.02,93,71,8,48
638,URI,121.01,93,94,95,82
639,AMAT,121.0,93,93,92,85
640,EVR,120.98,93,91,91,87
641,SILJ,120.97,93,85,13,41
642,CSTE,120.95,93,94,33,20
643,ABUS,120.85,93,87,90,23
644,GANX,120.79,93,68,13,73
645,COHN,120.76,93,57,53,13
646,COOP,120.75,93,92,91,90
647,GTES,120.65,93,93,78,38
648,PYCR,120.64,93,93,84,19
649,ATGE,120.61,93,32,53,94
650,GATE,120.58,93,37,47,60
651,SMID,120.58,93,95,98,97
652,TOL,120.56,93,95,94,94
653,RIME,120.55,93,83,10,13
654,HASI,120.52,93,74,48,28
655,PWR,120.39,93,93,89,66
656,VIASP,120.36,93,86,52,57
657,ATI,120.32,93,87,80,78
658,PINS,120.27,93,69,88,94
659,NEXT,120.26,93,87,15,17
660,EXEEW,120.22,93,90,89,36
661,TDG,120.12,93,93,91,91
662,CDXS,120.04,93,32,94,24
663,AUMI,120.01,93,91,68,94
664,VECO,119.95,93,91,90,87
665,DUSL,119.93,93,94,93,42
666,WMS,119.92,93,94,94,83
667,VTOL,119.91,93,35,53,32
668,SATS,119.91,93,59,27,7
669,CREX,119.9,93,92,97,26
670,GASS,119.89,93,88,93,98
671,CLRB,119.86,93,90,98,95
672,AER,119.84,93,90,83,80
673,VOXR,119.84,93,87,88,28
674,EGY,119.79,93,94,28,53
675,PLMR,119.77,93,94,91,65
676,IBKR,119.75,93,92,90,25
677,ERO,119.69,93,79,65,11
678,QRHC,119.67,93,94,52,57
679,ATAT,119.66,93,94,92,95
680,WHLRD,119.63,92,85,49,90
681,EQH,119.52,92,90,81,65
682,NAIL,119.52,92,96,98,95
683,TK,119.51,92,57,77,89
684,HROW,119.48,92,10,16,7
685,DLNG,119.41,92,88,65,31
686,LLY,119.39,92,93,95,95
687,AORT,119.38,92,91,83,89
688,SIL,119.38,92,85,14,56
689,LYFT,119.33,92,93,94,71
690,WHLRP,119.28,92,80,14,9
691,MEDP,119.27,92,95,96,89
692,UFPT,119.22,92,90,91,84
693,CW,119.21,92,89,85,86
694,HY,119.2,92,80,88,83
695,MLI,119.16,92,93,88,79
696,AEM,119.15,92,89,26,77
697,PIPR,119.12,92,89,88,72
698,DKS,119.06,92,95,92,70
699,GRND,119.05,92,96,95,96
700,LMAT,119.04,92,80,89,35
701,SUNE,119.01,92,0,0,3
702,CRMD,119.01,92,94,21,13
703,FULC,118.98,92,97,98,33
704,NMR,118.98,92,92,93,70
705,BLFS,118.95,92,71,68,10
706,PBI,118.89,92,74,43,81
707,NFLX,118.87,92,90,93,93
708,SOFI,118.87,92,97,98,34
709,APOG,118.84,92,90,88,34
710,MNSO,118.82,92,18,11,38
711,META,118.76,92,94,97,97
712,VRRM,118.75,92,84,79,87
713,HBB,118.73,92,96,94,94
714,WT,118.69,92,90,85,44
715,UTSL,118.69,92,75,15,17
716,ELAN,118.68,92,78,93,61
717,TESL,118.47,92,98,97,45
718,CROX,118.41,92,82,78,44
719,FINW,118.4,92,94,88,96
720,NXE,118.39,92,94,92,95
721,USCB,118.39,92,90,90,94
722,TXRH,118.38,92,93,91,74
723,TRNS,118.28,92,87,66,73
724,LFVN,118.26,92,85,90,94
725,ZH,118.18,92,94,36,55
726,IIPR,118.15,92,88,86,30
727,GORO,118.13,92,86,4,3
728,FTI,118.13,92,95,86,94
729,WVE,118.11,92,70,75,90
730,MPWR,118.06,92,90,91,85
731,NWG,117.97,92,88,47,19
732,BTCS,117.96,92,66,94,22
733,BAFN,117.95,92,88,65,87
734,NYAX,117.93,92,94,80,88
735,TGS,117.92,92,88,48,91
736,FICO,117.82,92,91,93,96
737,LUCYW,117.75,92,78,11,5
738,COOT,117.66,92,57,6,2
739,ARES,117.58,92,90,91,92
740,XOMA,117.58,92,92,94,21
741,DFEN,117.55,92,89,87,61
742,ITGR,117.55,92,89,88,74
743,XIN,117.54,92,24,17,15
744,RBLX,117.54,92,93,92,91
745,AQST,117.53,92,98,98,98
746,COPX,117.51,92,88,33,26
747,VALN,117.47,92,89,4,12
748,INTA,117.44,92,93,95,94
749,URNM,117.44,92,87,87,95
750,AIRT,117.44,92,89,13,11
751,SHLD,117.43,92,80,67,83
