Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Sell Date,Holding Duration,Profit
BK, 61.04B,2025-01-15,  81.59$,  3.05,  2.40,3650,15,  1.05,  1.17,  1.23,  1.11,  1.17,  1.05,  1.04,N/A,N/A,N/A
EXEL, 10.55B,2025-01-15,  37.27$,  2.79,  2.37,3650,15,  1.07,  1.31,  1.39,  1.23,  1.30,  1.06,  1.05,N/A,N/A,N/A
FIX, 12.50B,2025-01-15, 493.29$,  2.50,  2.01,25,54,  1.09,  1.30,  1.35,  1.19,  1.25,  1.04,  1.04,N/A,N/A,N/A
GMED, 10.23B,2025-01-15,  90.65$,  2.16,  1.97,3650,3,  1.10,  1.22,  1.29,  1.11,  1.18,  1.06,  1.05,N/A,N/A,N/A
HOOD, 40.43B,2025-01-15,  45.56$,  3.45,  1.74,831,1,  1.25,  1.68,  1.82,  1.35,  1.46,  1.08,  1.11,N/A,N/A,N/A
PEN, 10.60B,2025-01-15, 261.77$,  2.72,  1.65,225,5,  1.08,  1.26,  1.26,  1.16,  1.17,  1.00,  1.00,N/A,N/A,N/A
STT, 26.61B,2025-01-15,  99.77$,  1.82,  1.82,19,15,  1.03,  1.15,  1.20,  1.12,  1.16,  1.04,  1.04,N/A,N/A,N/A
TRU, 16.55B,2025-01-15,  94.96$,  2.37,  1.74,13,15,  0.97,  1.02,  1.07,  1.05,  1.10,  1.05,  1.02,N/A,N/A,N/A
UI, 19.20B,2025-01-15, 410.34$,  1.78,  2.15,3650,1,  1.23,  1.72,  1.96,  1.41,  1.60,  1.14,  1.14,N/A,N/A,N/A
